,Location,NFIA-Nuc_engagement
chr14_92755184_92755199,orientated upstream,0.77815125
chr15_45133636_45133651,orientated upstream,0.77815125
chr15_67657034_67657049,orientated upstream,0.77815125
chr16_4679394_4679409,orientated upstream,0.77815125
chr16_75499096_75499111,orientated upstream,0.77815125
chr17_8397621_8397636,orientated upstream,0.77815125
chr18_9737970_9737985,orientated upstream,0.77815125
chr19_52585742_52585757,orientated upstream,0.77815125
chr19_7483314_7483329,orientated upstream,0.77815125
chr3_53949734_53949749,orientated upstream,0.77815125
chr3_57961352_57961367,orientated upstream,0.77815125
chr4_128649345_128649360,orientated upstream,0.77815125
chr6_43182641_43182656,orientated upstream,0.77815125
chr6_52363793_52363808,orientated upstream,0.77815125
chr7_155044336_155044351,orientated upstream,0.77815125
chr7_6628169_6628184,orientated upstream,0.77815125
chr8_96007845_96007860,orientated upstream,0.77815125
chr1_10049196_10049211,orientated upstream,0.77815125
chr1_18054480_18054495,orientated upstream,0.77815125
chr1_2314471_2314486,orientated upstream,0.77815125
chr11_43935599_43935614,orientated upstream,0.77815125
chr12_51393714_51393729,orientated upstream,0.77815125
chr13_69234808_69234823,orientated upstream,0.77815125
chr14_55297795_55297810,orientated upstream,0.77815125
chr15_81178547_81178562,orientated upstream,0.77815125
chr16_51161990_51162005,orientated upstream,0.77815125
chr16_57084604_57084619,orientated upstream,0.77815125
chr18_54710469_54710484,orientated upstream,0.77815125
chr19_56111242_56111257,orientated upstream,0.77815125
chr19_8067815_8067830,orientated upstream,0.77815125
chr2_110770773_110770788,orientated upstream,0.77815125
chr2_27308730_27308745,orientated upstream,0.77815125
chr20_4112533_4112548,orientated upstream,0.77815125
chr20_671397_671412,orientated upstream,0.77815125
chr21_25625227_25625242,orientated upstream,0.77815125
chr21_32638987_32639002,orientated upstream,0.77815125
chr4_56933701_56933716,orientated upstream,0.77815125
chr5_109126039_109126054,orientated upstream,0.77815125
chr5_142297320_142297335,orientated upstream,0.77815125
chr5_74169792_74169807,orientated upstream,0.77815125
chr6_154290438_154290453,orientated upstream,0.77815125
chr6_3190096_3190111,orientated upstream,0.77815125
chr6_67820496_67820511,orientated upstream,0.77815125
chr6_84222392_84222407,orientated upstream,0.77815125
chr7_102808802_102808817,orientated upstream,0.77815125
chr7_157277415_157277430,orientated upstream,0.77815125
chr7_30926473_30926488,orientated upstream,0.77815125
chr7_43991010_43991025,orientated upstream,0.77815125
chr8_27350331_27350346,orientated upstream,0.77815125
chr9_92917622_92917637,orientated upstream,0.77815125
chrX_87601233_87601248,orientated upstream,0.77815125
chr1_181336239_181336254,orientated upstream,0.77815125
chr1_212098347_212098362,orientated upstream,0.77815125
chr1_214612437_214612452,orientated upstream,0.77815125
chr1_28197790_28197805,orientated upstream,0.77815125
chr10_131242115_131242130,orientated upstream,0.77815125
chr11_19119053_19119068,orientated upstream,0.77815125
chr12_39500703_39500718,orientated upstream,0.77815125
chr13_99188930_99188945,orientated upstream,0.77815125
chr15_38879098_38879113,orientated upstream,0.77815125
chr16_30372582_30372597,orientated upstream,0.77815125
chr16_50284625_50284640,orientated upstream,0.77815125
chr16_71225342_71225357,orientated upstream,0.77815125
chr17_42562982_42562997,orientated upstream,0.77815125
chr18_48998467_48998482,orientated upstream,0.77815125
chr2_102070223_102070238,orientated upstream,0.77815125
chr2_227536632_227536647,orientated upstream,0.77815125
chr20_18444019_18444034,orientated upstream,0.77815125
chr20_2977236_2977251,orientated upstream,0.77815125
chr20_53799719_53799734,orientated upstream,0.77815125
chr22_41575290_41575305,orientated upstream,0.77815125
chr5_113095966_113095981,orientated upstream,0.77815125
chr5_124948663_124948678,orientated upstream,0.77815125
chr5_148750721_148750736,orientated upstream,0.77815125
chr5_168581504_168581519,orientated upstream,0.77815125
chr5_71664809_71664824,orientated upstream,0.77815125
chr6_150812358_150812373,orientated upstream,0.77815125
chr6_35392402_35392417,orientated upstream,0.77815125
chr7_121284363_121284378,orientated upstream,0.77815125
chr7_130154576_130154591,orientated upstream,0.77815125
chr8_144521052_144521067,orientated upstream,0.77815125
chr8_48521106_48521121,orientated upstream,0.77815125
chr9_114072322_114072337,orientated upstream,0.77815125
chr1_117820815_117820830,orientated upstream,0.77815125
chr1_119767746_119767761,orientated upstream,0.77815125
chr1_171489447_171489462,orientated upstream,0.77815125
chr1_24914164_24914179,orientated upstream,0.77815125
chr1_35654227_35654242,orientated upstream,0.77815125
chr1_43225435_43225450,orientated upstream,0.77815125
chr10_10728536_10728551,orientated upstream,0.77815125
chr10_73830430_73830445,orientated upstream,0.77815125
chr11_30344686_30344701,orientated upstream,0.77815125
chr11_61132782_61132797,orientated upstream,0.77815125
chr12_66162901_66162916,orientated upstream,0.77815125
chr12_91984723_91984738,orientated upstream,0.77815125
chr14_100037565_100037580,orientated upstream,0.77815125
chr14_44961609_44961624,orientated upstream,0.77815125
chr14_77581154_77581169,orientated upstream,0.77815125
chr15_26023008_26023023,orientated upstream,0.77815125
chr15_58730795_58730810,orientated upstream,0.77815125
chr16_49620545_49620560,orientated upstream,0.77815125
chr17_34624386_34624401,orientated upstream,0.77815125
chr17_73623436_73623451,orientated upstream,0.77815125
chr19_17082125_17082140,orientated upstream,0.77815125
chr19_3804191_3804206,orientated upstream,0.77815125
chr19_4583187_4583202,orientated upstream,0.77815125
chr19_50895145_50895160,orientated upstream,0.77815125
chr2_148301541_148301556,orientated upstream,0.77815125
chr2_176056591_176056606,orientated upstream,0.77815125
chr2_202841272_202841287,orientated upstream,0.77815125
chr2_45654380_45654395,orientated upstream,0.77815125
chr21_41269742_41269757,orientated upstream,0.77815125
chr22_46671591_46671606,orientated upstream,0.77815125
chr3_16192420_16192435,orientated upstream,0.77815125
chr3_177776960_177776975,orientated upstream,0.77815125
chr3_194067981_194067996,orientated upstream,0.77815125
chr3_44653838_44653853,orientated upstream,0.77815125
chr4_107373914_107373929,orientated upstream,0.77815125
chr4_76868555_76868570,orientated upstream,0.77815125
chr4_77032294_77032309,orientated upstream,0.77815125
chr5_109697097_109697112,orientated upstream,0.77815125
chr5_155026115_155026130,orientated upstream,0.77815125
chr6_165703713_165703728,orientated upstream,0.77815125
chr6_28689394_28689409,orientated upstream,0.77815125
chr6_38567637_38567652,orientated upstream,0.77815125
chr6_68442621_68442636,orientated upstream,0.77815125
chr7_23213835_23213850,orientated upstream,0.77815125
chr8_143689743_143689758,orientated upstream,0.77815125
chr8_56413128_56413143,orientated upstream,0.77815125
chr9_120683300_120683315,orientated upstream,0.77815125
chr9_37098777_37098792,orientated upstream,0.77815125
chrX_52346392_52346407,orientated upstream,0.77815125
chr1_116019848_116019863,orientated upstream,0.77815125
chr10_48000902_48000917,orientated upstream,0.77815125
chr10_51125026_51125041,orientated upstream,0.77815125
chr11_44405179_44405194,orientated upstream,0.77815125
chr11_4680573_4680588,orientated upstream,0.77815125
chr12_30415157_30415172,orientated upstream,0.77815125
chr14_70425553_70425568,orientated upstream,0.77815125
chr15_45635132_45635147,orientated upstream,0.77815125
chr15_57662995_57663010,orientated upstream,0.77815125
chr15_63729514_63729529,orientated upstream,0.77815125
chr16_57905157_57905172,orientated upstream,0.77815125
chr16_72134109_72134124,orientated upstream,0.77815125
chr18_32200957_32200972,orientated upstream,0.77815125
chr18_35836640_35836655,orientated upstream,0.77815125
chr18_906715_906730,orientated upstream,0.77815125
chr2_177285145_177285160,orientated upstream,0.77815125
chr2_177667836_177667851,orientated upstream,0.77815125
chr2_177709120_177709135,orientated upstream,0.77815125
chr2_19837586_19837601,orientated upstream,0.77815125
chr2_86436518_86436533,orientated upstream,0.77815125
chr22_19890962_19890977,orientated upstream,0.77815125
chr3_138937303_138937318,orientated upstream,0.77815125
chr4_2136867_2136882,orientated upstream,0.77815125
chr5_135942390_135942405,orientated upstream,0.77815125
chr5_96343279_96343294,orientated upstream,0.77815125
chr6_159279855_159279870,orientated upstream,0.77815125
chr6_170733971_170733986,orientated upstream,0.77815125
chr6_27759371_27759386,orientated upstream,0.77815125
chr6_3992782_3992797,orientated upstream,0.77815125
chr6_40674351_40674366,orientated upstream,0.77815125
chr6_82984570_82984585,orientated upstream,0.77815125
chr7_110536026_110536041,orientated upstream,0.77815125
chr7_23841686_23841701,orientated upstream,0.77815125
chr8_55775928_55775943,orientated upstream,0.77815125
chr9_120756702_120756717,orientated upstream,0.77815125
chr9_123395601_123395616,orientated upstream,0.77815125
chr9_132846302_132846317,orientated upstream,0.77815125
chr9_6955696_6955711,orientated upstream,0.77815125
chrX_136814795_136814810,orientated upstream,0.77815125
chrX_153737036_153737051,orientated upstream,0.77815125
chrX_154383764_154383779,orientated upstream,0.77815125
chrX_39630680_39630695,orientated upstream,0.77815125
chrX_71253482_71253497,orientated downstream,0.77815125
chr4_123555644_123555659,orientated downstream,0.77815125
chr7_75159152_75159167,orientated downstream,0.77815125
chr5_180704630_180704645,orientated downstream,0.77815125
chr1_119648237_119648252,orientated downstream,0.77815125
chr2_20609514_20609529,orientated downstream,0.77815125
chr5_32193733_32193748,orientated downstream,0.77815125
chr19_45415750_45415765,orientated downstream,0.77815125
chr11_73334677_73334692,orientated downstream,0.77815125
chr5_112646711_112646726,orientated downstream,0.77815125
chr11_87299282_87299297,orientated downstream,0.77815125
chr2_216682299_216682314,orientated downstream,0.77815125
chr19_18021592_18021607,orientated downstream,0.77815125
chrX_40090341_40090356,orientated downstream,0.77815125
chrX_40109131_40109146,orientated downstream,0.77815125
chr1_78044147_78044162,orientated downstream,0.77815125
chr13_20722299_20722314,orientated downstream,0.77815125
chr2_230348139_230348154,orientated downstream,0.77815125
chr2_33426724_33426739,orientated downstream,0.77815125
chr1_2391654_2391669,orientated downstream,0.77815125
chr5_32489928_32489943,orientated downstream,0.77815125
chr4_153555942_153555957,orientated downstream,0.77815125
chr5_175867998_175868013,orientated downstream,0.77815125
chr13_48783515_48783530,orientated downstream,0.77815125
chr15_73975917_73975932,orientated downstream,0.77815125
chr2_38428046_38428061,orientated downstream,0.77815125
chr20_2109640_2109655,orientated downstream,0.77815125
chr22_43222485_43222500,orientated downstream,0.77815125
chr11_126102767_126102782,orientated downstream,0.77815125
chr14_104275470_104275485,orientated downstream,0.77815125
chr15_70243762_70243777,orientated downstream,0.77815125
chr4_113582862_113582877,orientated downstream,0.77815125
chr7_47041146_47041161,orientated downstream,0.77815125
chr20_23358042_23358057,orientated downstream,0.77815125
chr3_131217688_131217703,orientated downstream,0.77815125
chr4_37716050_37716065,orientated downstream,0.77815125
chr6_136969078_136969093,orientated downstream,0.77815125
chr12_6241693_6241708,orientated downstream,0.77815125
chr7_128531523_128531538,orientated downstream,0.77815125
chr8_125579300_125579315,orientated downstream,0.77815125
chr12_48350796_48350811,orientated downstream,0.77815125
chr2_70044392_70044407,orientated downstream,0.77815125
chr7_50205797_50205812,orientated downstream,0.77815125
chr1_228430407_228430422,orientated downstream,0.77815125
chr10_63822691_63822706,orientated downstream,0.77815125
chr15_87877596_87877611,orientated downstream,0.77815125
chr2_11764591_11764606,orientated downstream,0.77815125
chr22_23478396_23478411,orientated downstream,0.77815125
chrX_107626610_107626625,orientated downstream,0.77815125
chr10_91541783_91541798,orientated downstream,0.77815125
chr3_59818708_59818723,orientated downstream,0.77815125
chr4_109462485_109462500,orientated downstream,0.77815125
chr17_48053572_48053587,orientated downstream,0.77815125
chr1_91656270_91656285,orientated downstream,0.77815125
chr17_40437449_40437464,orientated downstream,0.77815125
chr2_103606023_103606038,orientated downstream,0.77815125
chr2_16662647_16662662,orientated downstream,0.77815125
chr2_23420971_23420986,orientated downstream,0.77815125
chr22_28183676_28183691,orientated downstream,0.77815125
chr22_35447947_35447962,orientated downstream,0.77815125
chr6_123654736_123654751,orientated downstream,0.77815125
chr6_156586027_156586042,orientated downstream,0.77815125
chr1_30089087_30089102,orientated downstream,0.77815125
chr14_59044890_59044905,orientated downstream,0.77815125
chr6_138012830_138012845,orientated downstream,0.77815125
chr8_117937563_117937578,orientated downstream,0.77815125
chr1_120067094_120067109,orientated downstream,0.77815125
chr10_78713839_78713854,orientated downstream,0.77815125
chr13_43473676_43473691,orientated downstream,0.77815125
chr2_225270977_225270992,orientated downstream,0.77815125
chr3_172617467_172617482,orientated downstream,0.77815125
chr8_70131979_70131994,orientated downstream,0.77815125
chr1_151221780_151221795,orientated downstream,0.77815125
chr10_78727889_78727904,orientated downstream,0.77815125
chr2_71454851_71454866,orientated downstream,0.77815125
chr3_142223112_142223127,orientated downstream,0.77815125
chr6_147192433_147192448,orientated downstream,0.77815125
chr7_143212494_143212509,orientated downstream,0.77815125
chr8_108512169_108512184,orientated downstream,0.77815125
chrX_52359834_52359849,orientated downstream,0.77815125
chr1_12114027_12114042,orientated downstream,0.77815125
chr1_7572853_7572868,orientated downstream,0.77815125
chr11_112128577_112128592,orientated downstream,0.77815125
chr11_88347024_88347039,orientated downstream,0.77815125
chr12_70351261_70351276,orientated downstream,0.77815125
chr16_11681682_11681697,orientated downstream,0.77815125
chr18_30556304_30556319,orientated downstream,0.77815125
chr22_49862017_49862032,orientated downstream,0.77815125
chr1_161075280_161075295,orientated downstream,0.77815125
chr12_116222532_116222547,orientated downstream,0.77815125
chr14_75945136_75945151,orientated downstream,0.77815125
chr2_204538356_204538371,orientated downstream,0.77815125
chr2_88557484_88557499,orientated downstream,0.77815125
chr3_123822116_123822131,orientated downstream,0.77815125
chr4_38367176_38367191,orientated downstream,0.77815125
chr7_73849653_73849668,orientated downstream,0.77815125
chr9_78281417_78281432,orientated downstream,0.77815125
chr1_109365846_109365861,orientated downstream,0.77815125
chr1_32125545_32125560,orientated downstream,0.77815125
chr10_50474075_50474090,orientated downstream,0.77815125
chr15_90436093_90436108,orientated downstream,0.77815125
chr17_38742705_38742720,orientated downstream,0.77815125
chr2_191927445_191927460,orientated downstream,0.77815125
chr7_92695724_92695739,orientated downstream,0.77815125
chrX_139002486_139002501,orientated downstream,0.77815125
chr1_155962787_155962802,orientated downstream,0.77815125
chr1_30034682_30034697,orientated downstream,0.77815125
chr10_27347627_27347642,orientated downstream,0.77815125
chr11_50037472_50037487,orientated downstream,0.77815125
chr12_116376905_116376920,orientated downstream,0.77815125
chr12_93150303_93150318,orientated downstream,0.77815125
chr18_48853714_48853729,orientated downstream,0.77815125
chr3_119588359_119588374,orientated downstream,0.77815125
chr3_197205865_197205880,orientated downstream,0.77815125
chr9_136094751_136094766,orientated downstream,0.77815125
chr1_202167798_202167813,orientated downstream,0.77815125
chr12_45285852_45285867,orientated downstream,0.77815125
chr14_64218525_64218540,orientated downstream,0.77815125
chr16_76880708_76880723,orientated downstream,0.77815125
chr17_17206188_17206203,orientated downstream,0.77815125
chr2_148068003_148068018,orientated downstream,0.77815125
chr3_146425581_146425596,orientated downstream,0.77815125
chr4_13239089_13239104,orientated downstream,0.77815125
chr4_165176053_165176068,orientated downstream,0.77815125
chr8_111358289_111358304,orientated downstream,0.77815125
chr8_128327193_128327208,orientated downstream,0.77815125
chr9_113070849_113070864,orientated downstream,0.77815125
chrX_45295778_45295793,orientated downstream,0.77815125
chr1_99591076_99591091,orientated downstream,0.77815125
chr11_688019_688034,orientated downstream,0.77815125
chr13_18249488_18249503,orientated downstream,0.77815125
chr17_49249595_49249610,orientated downstream,0.77815125
chr2_235521996_235522011,orientated downstream,0.77815125
chr20_62887660_62887675,orientated downstream,0.77815125
chr5_55175896_55175911,orientated downstream,0.77815125
chr6_161359382_161359397,orientated downstream,0.77815125
chr7_149385730_149385745,orientated downstream,0.77815125
chr8_10471892_10471907,orientated downstream,0.77815125
chr1_240493304_240493319,orientated downstream,0.77815125
chr10_93199284_93199299,orientated downstream,0.77815125
chr12_54967642_54967657,orientated downstream,0.77815125
chr2_117523419_117523434,orientated downstream,0.77815125
chr3_72564148_72564163,orientated downstream,0.77815125
chr4_108117768_108117783,orientated downstream,0.77815125
chr5_108311853_108311868,orientated downstream,0.77815125
chr5_109281314_109281329,orientated downstream,0.77815125
chr5_76472676_76472691,orientated downstream,0.77815125
chr5_90809870_90809885,orientated downstream,0.77815125
chr6_35438877_35438892,orientated downstream,0.77815125
chr6_42498693_42498708,orientated downstream,0.77815125
chr6_4345741_4345756,orientated downstream,0.77815125
chr8_43315042_43315057,orientated downstream,0.77815125
chr8_64575959_64575974,orientated downstream,0.77815125
chr9_104725235_104725250,orientated downstream,0.77815125
chrX_12548534_12548549,orientated downstream,0.77815125
chrX_136189442_136189457,orientated downstream,0.77815125
chr11_15911841_15911856,orientated downstream,0.77815125
chr12_7695668_7695683,orientated downstream,0.77815125
chr14_101856132_101856147,orientated downstream,0.77815125
chr18_62258813_62258828,orientated downstream,0.77815125
chr19_13167727_13167742,orientated downstream,0.77815125
chr2_97730505_97730520,orientated downstream,0.77815125
chr3_11498806_11498821,orientated downstream,0.77815125
chr3_24812344_24812359,orientated downstream,0.77815125
chr4_158242150_158242165,orientated downstream,0.77815125
chr4_27057759_27057774,orientated downstream,0.77815125
chr4_95835883_95835898,orientated downstream,0.77815125
chr8_60999257_60999272,orientated downstream,0.77815125
chr9_91332646_91332661,orientated downstream,0.77815125
chrX_38582009_38582024,orientated downstream,0.77815125
chr1_207993043_207993058,orientated downstream,0.77815125
chr14_68929919_68929934,orientated downstream,0.77815125
chr16_77896587_77896602,orientated downstream,0.77815125
chr16_80893528_80893543,orientated downstream,0.77815125
chr17_27585525_27585540,orientated downstream,0.77815125
chr17_38745661_38745676,orientated downstream,0.77815125
chr17_7060669_7060684,orientated downstream,0.77815125
chr18_51276285_51276300,orientated downstream,0.77815125
chr18_57778692_57778707,orientated downstream,0.77815125
chr19_50645233_50645248,orientated downstream,0.77815125
chr19_6372654_6372669,orientated downstream,0.77815125
chr20_41393980_41393995,orientated downstream,0.77815125
chr3_6109157_6109172,orientated downstream,0.77815125
chr4_146661562_146661577,orientated downstream,0.77815125
chr4_69718546_69718561,orientated downstream,0.77815125
chr7_97342654_97342669,orientated downstream,0.77815125
chr8_100503028_100503043,orientated downstream,0.77815125
chr8_104553804_104553819,orientated downstream,0.77815125
chr8_30315467_30315482,orientated downstream,0.77815125
chr9_134896034_134896049,orientated downstream,0.77815125
chr1_113912867_113912882,orientated downstream,0.77815125
chr1_20597490_20597505,orientated downstream,0.77815125
chr1_214823347_214823362,orientated downstream,0.77815125
chr1_24301918_24301933,orientated downstream,0.77815125
chr10_101164114_101164129,orientated downstream,0.77815125
chr11_124619034_124619049,orientated downstream,0.77815125
chr12_117209800_117209815,orientated downstream,0.77815125
chr12_53183052_53183067,orientated downstream,0.77815125
chr13_98050250_98050265,orientated downstream,0.77815125
chr14_88986217_88986232,orientated downstream,0.77815125
chr14_90416895_90416910,orientated downstream,0.77815125
chr14_95770997_95771012,orientated downstream,0.77815125
chr15_72907872_72907887,orientated downstream,0.77815125
chr15_81747675_81747690,orientated downstream,0.77815125
chr16_12971424_12971439,orientated downstream,0.77815125
chr19_56111242_56111257,orientated downstream,0.77815125
chr2_119645351_119645366,orientated downstream,0.77815125
chr2_152330426_152330441,orientated downstream,0.77815125
chr2_232688405_232688420,orientated downstream,0.77815125
chr20_62766907_62766922,orientated downstream,0.77815125
chr20_9369082_9369097,orientated downstream,0.77815125
chr21_32638987_32639002,orientated downstream,0.77815125
chr22_24432508_24432523,orientated downstream,0.77815125
chr3_126938163_126938178,orientated downstream,0.77815125
chr3_56889316_56889331,orientated downstream,0.77815125
chr4_153784353_153784368,orientated downstream,0.77815125
chr4_78668111_78668126,orientated downstream,0.77815125
chr6_154290438_154290453,orientated downstream,0.77815125
chr7_102808802_102808817,orientated downstream,0.77815125
chr7_22330325_22330340,orientated downstream,0.77815125
chr8_60156695_60156710,orientated downstream,0.77815125
chr8_96905112_96905127,orientated downstream,0.77815125
chr9_37917633_37917648,orientated downstream,0.77815125
chr1_212098347_212098362,orientated downstream,0.77815125
chr1_21590860_21590875,orientated downstream,0.77815125
chr1_231192937_231192952,orientated downstream,0.77815125
chr1_93556465_93556480,orientated downstream,0.77815125
chr10_117335122_117335137,orientated downstream,0.77815125
chr15_55796720_55796735,orientated downstream,0.77815125
chr16_57732874_57732889,orientated downstream,0.77815125
chr17_55444555_55444570,orientated downstream,0.77815125
chr18_10403070_10403085,orientated downstream,0.77815125
chr19_18843190_18843205,orientated downstream,0.77815125
chr2_158088954_158088969,orientated downstream,0.77815125
chr2_182852355_182852370,orientated downstream,0.77815125
chr2_3480891_3480906,orientated downstream,0.77815125
chr22_16398256_16398271,orientated downstream,0.77815125
chr22_27239209_27239224,orientated downstream,0.77815125
chr22_32325682_32325697,orientated downstream,0.77815125
chr3_141233644_141233659,orientated downstream,0.77815125
chr3_145219988_145220003,orientated downstream,0.77815125
chr4_5845422_5845437,orientated downstream,0.77815125
chr5_36885715_36885730,orientated downstream,0.77815125
chr5_72767860_72767875,orientated downstream,0.77815125
chr6_17752349_17752364,orientated downstream,0.77815125
chr6_88156826_88156841,orientated downstream,0.77815125
chr7_107259483_107259498,orientated downstream,0.77815125
chr7_121284363_121284378,orientated downstream,0.77815125
chr8_53882369_53882384,orientated downstream,0.77815125
chr9_1009306_1009321,orientated downstream,0.77815125
chr9_4555506_4555521,orientated downstream,0.77815125
chr9_97571906_97571921,orientated downstream,0.77815125
chr1_212965209_212965224,orientated downstream,0.77815125
chr10_110525034_110525049,orientated downstream,0.77815125
chr10_64896343_64896358,orientated downstream,0.77815125
chr11_124677957_124677972,orientated downstream,0.77815125
chr12_113134627_113134642,orientated downstream,0.77815125
chr12_273379_273394,orientated downstream,0.77815125
chr12_66162901_66162916,orientated downstream,0.77815125
chr12_76520572_76520587,orientated downstream,0.77815125
chr15_83210798_83210813,orientated downstream,0.77815125
chr16_58110756_58110771,orientated downstream,0.77815125
chr17_76511145_76511160,orientated downstream,0.77815125
chr19_15281140_15281155,orientated downstream,0.77815125
chr19_44817954_44817969,orientated downstream,0.77815125
chr2_183243214_183243229,orientated downstream,0.77815125
chr2_43379622_43379637,orientated downstream,0.77815125
chr20_51185474_51185489,orientated downstream,0.77815125
chr3_31615253_31615268,orientated downstream,0.77815125
chr3_83928618_83928633,orientated downstream,0.77815125
chr5_111697429_111697444,orientated downstream,0.77815125
chr5_67244422_67244437,orientated downstream,0.77815125
chr6_108381087_108381102,orientated downstream,0.77815125
chr6_108767548_108767563,orientated downstream,0.77815125
chr7_13532539_13532554,orientated downstream,0.77815125
chr7_29885065_29885080,orientated downstream,0.77815125
chr7_75901121_75901136,orientated downstream,0.77815125
chr8_100742104_100742119,orientated downstream,0.77815125
chr8_112712001_112712016,orientated downstream,0.77815125
chr9_129052679_129052694,orientated downstream,0.77815125
chr9_99592329_99592344,orientated downstream,0.77815125
chr1_14163262_14163277,orientated downstream,0.77815125
chr1_160605794_160605809,orientated downstream,0.77815125
chr1_165367623_165367638,orientated downstream,0.77815125
chr1_214670243_214670258,orientated downstream,0.77815125
chr1_234303454_234303469,orientated downstream,0.77815125
chr1_76270215_76270230,orientated downstream,0.77815125
chr10_49457856_49457871,orientated downstream,0.77815125
chr11_2653216_2653231,orientated downstream,0.77815125
chr11_2807458_2807473,orientated downstream,0.77815125
chr12_110430330_110430345,orientated downstream,0.77815125
chr12_116492755_116492770,orientated downstream,0.77815125
chr12_14780034_14780049,orientated downstream,0.77815125
chr12_6409171_6409186,orientated downstream,0.77815125
chr14_70425553_70425568,orientated downstream,0.77815125
chr15_50945940_50945955,orientated downstream,0.77815125
chr15_77822812_77822827,orientated downstream,0.77815125
chr16_20149893_20149908,orientated downstream,0.77815125
chr17_42563750_42563765,orientated downstream,0.77815125
chr17_81712022_81712037,orientated downstream,0.77815125
chr18_1089020_1089035,orientated downstream,0.77815125
chr18_406855_406870,orientated downstream,0.77815125
chr19_3450984_3450999,orientated downstream,0.77815125
chr2_121480962_121480977,orientated downstream,0.77815125
chr2_26720435_26720450,orientated downstream,0.77815125
chr2_86436518_86436533,orientated downstream,0.77815125
chr20_44897306_44897321,orientated downstream,0.77815125
chr3_57967742_57967757,orientated downstream,0.77815125
chr4_75723372_75723387,orientated downstream,0.77815125
chr5_109670169_109670184,orientated downstream,0.77815125
chr5_170614413_170614428,orientated downstream,0.77815125
chr6_158495028_158495043,orientated downstream,0.77815125
chr6_167554889_167554904,orientated downstream,0.77815125
chr7_116236958_116236973,orientated downstream,0.77815125
chr7_156994651_156994666,orientated downstream,0.77815125
chr8_144259967_144259982,orientated downstream,0.77815125
chr8_97569744_97569759,orientated downstream,0.77815125
chr9_109036861_109036876,orientated downstream,0.77815125
chr9_129302187_129302202,orientated downstream,0.77815125
chrX_134605110_134605125,orientated downstream,0.77815125
chrX_70088057_70088072,orientated downstream,0.77815125
chrX_9678421_9678436,orientated downstream,0.77815125
chr11_62599217_62599232,orientated upstream,0.84509804
chr3_128549477_128549492,orientated upstream,0.84509804
chr3_195002181_195002196,orientated upstream,0.84509804
chr1_43525039_43525054,orientated upstream,0.84509804
chr16_2215017_2215032,orientated upstream,0.84509804
chr12_43695069_43695084,orientated upstream,0.84509804
chr22_31896673_31896688,orientated upstream,0.84509804
chr18_37299758_37299773,orientated upstream,0.84509804
chr10_99621318_99621333,orientated upstream,0.84509804
chr5_179821907_179821922,orientated upstream,0.84509804
chr19_55207173_55207188,orientated upstream,0.84509804
chr12_54988562_54988577,orientated upstream,0.84509804
chr7_47372211_47372226,orientated upstream,0.84509804
chr15_77070603_77070618,orientated upstream,0.84509804
chr2_62814301_62814316,orientated upstream,0.84509804
chr19_46714409_46714424,orientated upstream,0.84509804
chr16_9053252_9053267,orientated upstream,0.84509804
chr2_216769336_216769351,orientated upstream,0.84509804
chr3_4978665_4978680,orientated upstream,0.84509804
chr1_115764722_115764737,orientated upstream,0.84509804
chr1_212636849_212636864,orientated upstream,0.84509804
chr19_48589129_48589144,orientated upstream,0.84509804
chr19_47743291_47743306,orientated upstream,0.84509804
chr9_95506245_95506260,orientated upstream,0.84509804
chr1_145424170_145424185,orientated upstream,0.84509804
chr7_30562639_30562654,orientated upstream,0.84509804
chr7_74786786_74786801,orientated upstream,0.84509804
chr18_37309237_37309252,orientated upstream,0.84509804
chr3_48740205_48740220,orientated upstream,0.84509804
chrX_153382354_153382369,orientated upstream,0.84509804
chr7_73233417_73233432,orientated upstream,0.84509804
chr10_21318959_21318974,orientated upstream,0.84509804
chr11_12461853_12461868,orientated upstream,0.84509804
chr9_78039101_78039116,orientated upstream,0.84509804
chr9_127825819_127825834,orientated upstream,0.84509804
chr4_159078331_159078346,orientated upstream,0.84509804
chr1_156492956_156492971,orientated upstream,0.84509804
chr1_35556679_35556694,orientated upstream,0.84509804
chr16_3194973_3194988,orientated upstream,0.84509804
chr4_48122956_48122971,orientated upstream,0.84509804
chr2_12006122_12006137,orientated upstream,0.84509804
chr6_137223892_137223907,orientated upstream,0.84509804
chr13_44900125_44900140,orientated upstream,0.84509804
chr3_48847261_48847276,orientated upstream,0.84509804
chr5_74327061_74327076,orientated upstream,0.84509804
chr1_31216181_31216196,orientated upstream,0.84509804
chr1_90822133_90822148,orientated upstream,0.84509804
chr16_24738125_24738140,orientated upstream,0.84509804
chr4_26372983_26372998,orientated upstream,0.84509804
chr12_103957291_103957306,orientated upstream,0.84509804
chr6_12103254_12103269,orientated upstream,0.84509804
chr6_151154632_151154647,orientated upstream,0.84509804
chr7_118372723_118372738,orientated upstream,0.84509804
chr15_55937233_55937248,orientated upstream,0.84509804
chr17_17958334_17958349,orientated upstream,0.84509804
chr18_57843539_57843554,orientated upstream,0.84509804
chr2_189686023_189686038,orientated upstream,0.84509804
chr4_151730448_151730463,orientated upstream,0.84509804
chr3_171231145_171231160,orientated upstream,0.84509804
chr3_19902019_19902034,orientated upstream,0.84509804
chr17_29844870_29844885,orientated upstream,0.84509804
chr4_82780881_82780896,orientated upstream,0.84509804
chr1_15800652_15800667,orientated upstream,0.84509804
