	K562_NFIA_BX_rep1_hg38_NFIA-d95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_sense.cdt	K562_NFIA_BX_rep1_hg38_NFIA-d95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_anti.cdt
chr17_49368618_49368633	16.445101837749945	10.465064805840873
chr17_8040923_8040938	11.96007406381814	25.41515738561355
chr2_48946679_48946694	4.485027773931803	8.970055547863605
chr22_21436662_21436677	38.87024070740893	49.33530551324983
chr4_108828814_108828829	8.970055547863605	2.990018515954535
chr5_74976816_74976831	1.4950092579772676	11.96007406381814
chr6_31777371_31777386	5.98003703190907	10.465064805840873
chr7_128479261_128479276	19.435120353704477	8.970055547863605
chr7_130500638_130500653	13.455083321795408	13.455083321795408
chr7_74306951_74306966	16.445101837749945	31.395194417522614
chrX_39755874_39755889	43.355268481340744	17.94011109572721
chr1_115764722_115764737	8.970055547863605	5.98003703190907
chr1_8661803_8661818	14.950092579772676	25.41515738561354
chr11_67545622_67545637	50.83031477122707	0.0
chr11_67826693_67826708	95.68059251054515	25.415157385613544
chr15_101658074_101658089	10.465064805840873	16.445101837749945
chr15_73484715_73484730	8.970055547863605	2.990018515954535
chr17_38844378_38844393	31.395194417522617	62.79038883504522
chr19_40749566_40749581	31.39519441752261	0.0
chr20_43557713_43557728	11.96007406381814	2.990018515954535
chr3_12483605_12483620	35.880222191454415	26.910166643590813
chr3_157111010_157111025	11.96007406381814	13.455083321795408
chr3_170717598_170717613	10.465064805840873	1.4950092579772676
chr3_49218704_49218719	16.445101837749945	8.970055547863605
chr4_82797157_82797172	37.37523144943168	14.950092579772676
chr5_113043779_113043794	22.42513886965901	2.990018515954535
chr5_132319004_132319019	8.970055547863605	5.98003703190907
chr7_136116315_136116330	53.82033328718162	34.38521293347715
chr7_37915556_37915571	61.29537957706794	22.425138869659012
chr8_12213161_12213176	64.28539809302251	16.445101837749945
chr1_210558450_210558465	16.445101837749945	2.990018515954535
chr1_212636849_212636864	7.475046289886338	2.990018515954535
chr10_21927189_21927204	22.42513886965901	22.42513886965901
chr10_78959343_78959358	11.96007406381814	7.475046289886338
chr11_2444632_2444647	1.4950092579772676	5.98003703190907
chr14_35391160_35391175	26.910166643590806	7.475046289886338
chr17_42289300_42289315	19.435120353704477	10.465064805840873
chr19_48589129_48589144	62.790388835045206	7.475046289886338
chr3_143170916_143170931	17.94011109572721	35.880222191454415
chr4_184230225_184230240	25.415157385613547	8.970055547863605
chr6_143264646_143264661	46.34528699729529	22.425138869659015
chr6_15221994_15222009	7.475046289886338	7.475046289886338
chr7_39736111_39736126	23.92014812763628	2.990018515954535
chr9_130453658_130453673	8.970055547863605	2.990018515954535
chr1_43836686_43836701	25.41515738561354	17.94011109572721
chr11_58179813_58179828	10.465064805840873	19.435120353704477
chr16_70104604_70104619	62.79038883504523	19.435120353704477
chr16_84952796_84952811	23.920148127636274	13.455083321795408
chr17_11644514_11644529	20.930129611681743	19.435120353704477
chr19_47743291_47743306	11.96007406381814	1.4950092579772676
chr2_43168839_43168854	10.465064805840873	11.96007406381814
chr9_113342274_113342289	7.475046289886338	16.445101837749945
chr1_172679188_172679203	13.455083321795408	25.415157385613547
chr1_246110692_246110707	8.970055547863605	2.990018515954535
chr11_61860515_61860530	7.475046289886338	5.98003703190907
chr12_102406146_102406161	10.465064805840873	10.465064805840873
chr12_131860607_131860622	22.42513886965901	7.475046289886338
chr12_28190821_28190836	4.485027773931803	1.4950092579772676
chr16_13961330_13961345	7.475046289886338	1.4950092579772676
chr2_74585505_74585520	14.950092579772676	1.4950092579772676
chr20_62711625_62711640	22.425138869659015	28.405175901568082
chr21_8425191_8425206	41.860259223363485	10.465064805840873
chr22_21001359_21001374	127.07578692806776	44.85027773931802
chr3_128383694_128383709	11.96007406381814	19.43512035370448
chr4_128788233_128788248	26.910166643590806	26.910166643590816
chr4_83239029_83239044	17.94011109572721	29.900185159545348
chr6_157891721_157891736	34.38521293347715	7.475046289886338
chr6_28218714_28218729	20.93012961168175	16.445101837749945
chr7_128741240_128741255	32.890203675499876	67.27541660897704
chr9_91166285_91166300	14.950092579772676	5.98003703190907
chrX_153380104_153380119	23.920148127636274	2.990018515954535
chr11_20013457_20013472	22.425138869659015	11.96007406381814
chr17_28897153_28897168	19.43512035370448	11.96007406381814
chr2_10227827_10227842	76.24547215684066	19.435120353704477
chr2_24009075_24009090	7.475046289886338	29.900185159545345
chr2_73069228_73069243	28.40517590156808	4.485027773931803
chr2_73257911_73257926	1.4950092579772676	11.96007406381814
chr21_8469751_8469766	28.40517590156808	10.465064805840873
chr22_31867118_31867133	22.425138869659015	10.465064805840873
chr6_52164555_52164570	11.96007406381814	4.485027773931803
chr7_107078618_107078633	23.92014812763628	13.455083321795408
chr7_74786786_74786801	10.465064805840873	11.96007406381814
chr8_93448298_93448313	44.85027773931801	16.445101837749945
chr9_95506245_95506260	10.465064805840873	0.0
chr1_207822919_207822934	34.38521293347715	20.930129611681743
chr12_89674488_89674503	22.42513886965901	22.42513886965901
chr16_84819681_84819696	56.81035180313616	38.87024070740895
chr17_81002506_81002521	7.475046289886338	8.970055547863605
chr19_35438734_35438749	4.485027773931803	31.395194417522617
chr2_171954952_171954967	7.475046289886338	4.485027773931803
chr2_69177711_69177726	31.395194417522603	7.475046289886338
chr2_69462979_69462994	29.900185159545345	31.395194417522617
chr3_170303932_170303947	23.92014812763628	35.88022219145441
chr3_70916912_70916927	13.455083321795408	10.465064805840873
chr4_124338042_124338057	5.98003703190907	2.990018515954535
chr5_77169071_77169086	14.950092579772676	22.42513886965901
chr7_30562639_30562654	28.405175901568086	8.970055547863605
chr8_60752454_60752469	19.435120353704477	17.94011109572721
chrX_20128817_20128832	31.395194417522617	7.475046289886338
chr1_51607873_51607888	16.445101837749945	43.35526848134075
chr11_1988270_1988285	5.98003703190907	1.4950092579772676
chr11_32088504_32088519	11.96007406381814	8.970055547863605
chr12_53171750_53171765	16.445101837749945	7.475046289886338
chr17_32111676_32111691	71.76044438290886	31.39519441752261
chr19_29671976_29671991	67.27541660897703	13.455083321795408
chr19_39891748_39891763	14.950092579772676	13.455083321795408
chr22_18558662_18558677	31.39519441752261	38.87024070740895
chr3_48740205_48740220	23.92014812763628	13.455083321795408
chr4_8050863_8050878	17.94011109572721	11.96007406381814
chr5_80192306_80192321	11.96007406381814	2.990018515954535
chr6_44105300_44105315	86.71053696268152	13.455083321795408
chr6_73392370_73392385	34.38521293347715	46.34528699729528
chr7_106126641_106126656	2.990018515954535	8.970055547863605
chr7_67260285_67260300	20.93012961168175	4.485027773931803
chr8_38982639_38982654	20.930129611681743	16.445101837749945
chr1_235068023_235068038	19.435120353704477	26.910166643590813
chr1_25562696_25562711	19.435120353704477	29.900185159545345
chr1_47918668_47918683	4.485027773931803	1.4950092579772676
chr10_103146345_103146360	8.970055547863605	4.485027773931803
chr10_46671017_46671032	14.950092579772676	5.98003703190907
chr11_18608620_18608635	26.910166643590813	0.0
chr12_93243816_93243831	50.830314771227066	10.465064805840873
chr14_75905633_75905648	5.98003703190907	14.950092579772676
chr15_44029175_44029190	14.950092579772676	23.92014812763628
chr16_76668534_76668549	8.970055547863605	4.485027773931803
chr17_1574652_1574667	7.475046289886338	0.0
chr17_7466976_7466991	4.485027773931803	2.990018515954535
chr2_15730644_15730659	52.32532402920435	1.4950092579772676
chr2_166366062_166366077	13.455083321795408	19.435120353704477
chr4_123555644_123555659	4.485027773931803	1.4950092579772676
chr5_97009613_97009628	7.475046289886338	10.465064805840873
chr7_143420082_143420097	20.930129611681743	11.96007406381814
chr11_124195044_124195059	37.37523144943169	41.860259223363485
chr11_95453962_95453977	11.96007406381814	0.0
chr16_170236_170251	22.42513886965901	29.90018515954535
chr16_19136291_19136306	0.0	8.970055547863605
chr17_55743266_55743281	11.96007406381814	5.98003703190907
chr2_195658743_195658758	28.405175901568086	17.94011109572721
chr20_44642716_44642731	25.41515738561354	5.98003703190907
chr22_20960263_20960278	34.38521293347715	26.910166643590813
chr5_96929103_96929118	31.395194417522603	47.840296255272555
chr6_14502771_14502786	22.42513886965901	1.4950092579772676
chr6_158917818_158917833	8.970055547863605	7.475046289886338
chr9_136787930_136787945	136.0458424759314	26.910166643590813
chrX_153382354_153382369	7.475046289886338	20.93012961168175
chr1_119068584_119068599	1.4950092579772676	2.990018515954535
chr1_17487961_17487976	8.970055547863605	2.990018515954535
chr1_185159001_185159016	25.415157385613547	32.890203675499876
chr1_38186105_38186120	8.970055547863605	31.395194417522617
chr10_71763978_71763993	1.4950092579772676	7.475046289886338
chr11_87291598_87291613	53.82033328718162	11.96007406381814
chr12_113238440_113238455	14.950092579772676	11.96007406381814
chr15_41241397_41241412	44.85027773931801	13.455083321795408
chr15_63539683_63539698	10.465064805840873	22.425138869659015
chr2_168434328_168434343	44.85027773931801	31.39519441752261
chr3_182533594_182533609	11.96007406381814	11.96007406381814
chr5_29972849_29972864	10.465064805840873	16.445101837749945
chr9_129603031_129603046	10.465064805840873	19.435120353704477
chr1_31796285_31796300	5.98003703190907	2.990018515954535
chr1_32066650_32066665	19.435120353704477	4.485027773931803
chr11_110479986_110480001	25.415157385613547	17.94011109572721
chr11_20370023_20370038	8.970055547863605	5.98003703190907
chr13_98507386_98507401	28.405175901568086	10.465064805840873
chr15_89383828_89383843	44.85027773931801	13.455083321795408
chr19_13172502_13172517	4.485027773931803	23.920148127636274
chr19_16825470_16825485	2.990018515954535	0.0
chr2_159290710_159290725	37.37523144943167	26.910166643590813
chr2_25265965_25265980	32.890203675499876	29.90018515954535
chr22_41960593_41960608	38.870240707408946	23.92014812763628
chr3_38533792_38533807	8.970055547863605	20.930129611681743
chr4_174617987_174618002	11.96007406381814	8.970055547863605
chr5_72166747_72166762	2.990018515954535	13.455083321795408
chr6_90458838_90458853	28.40517590156807	8.970055547863605
chr7_76063683_76063698	29.900185159545348	5.98003703190907
chr9_72293133_72293148	11.96007406381814	2.990018515954535
chr9_85960981_85960996	31.39519441752261	10.465064805840873
chr1_12549356_12549371	16.445101837749945	8.970055547863605
chr1_202586657_202586672	11.96007406381814	22.425138869659015
chr1_247471328_247471343	22.42513886965901	11.96007406381814
chr1_45325995_45326010	44.85027773931801	2.990018515954535
chr1_6625094_6625109	0.0	1.4950092579772676
chr10_21318959_21318974	20.930129611681743	8.970055547863605
chr11_12461853_12461868	4.485027773931803	5.98003703190907
chr17_41493038_41493053	32.89020367549988	16.445101837749945
chr17_7887804_7887819	1.4950092579772676	0.0
chr2_10307064_10307079	34.385212933477135	25.415157385613544
chr2_188293799_188293814	29.900185159545345	14.950092579772676
chr3_50324431_50324446	13.455083321795408	5.98003703190907
chr3_87209311_87209326	25.415157385613547	4.485027773931803
chr5_72211039_72211054	5.98003703190907	19.435120353704477
chr6_161774331_161774346	22.425138869659015	1.4950092579772676
chr7_130373560_130373575	19.435120353704477	58.30536106111342
chr7_16418147_16418162	40.36524996538621	13.455083321795408
chr7_73233417_73233432	19.435120353704477	5.98003703190907
chr8_140718398_140718413	14.950092579772676	34.385212933477156
chrX_2891759_2891774	52.325324029204346	14.950092579772676
chrX_2918012_2918027	8.970055547863605	2.990018515954535
chr1_244306003_244306018	10.465064805840873	19.435120353704477
chr17_39676328_39676343	10.465064805840873	2.990018515954535
chr17_55488130_55488145	22.42513886965901	25.415157385613547
chr19_18470446_18470461	13.455083321795408	28.405175901568082
chr19_48333384_48333399	16.445101837749945	23.920148127636278
chr19_8439087_8439102	22.425138869659012	17.94011109572721
chr20_3912209_3912224	4.485027773931803	25.41515738561355
chr3_183438903_183438918	5.98003703190907	11.96007406381814
chr7_134209569_134209584	5.98003703190907	23.92014812763628
chr7_75159152_75159167	2.990018515954535	5.98003703190907
chr8_61076811_61076826	11.96007406381814	20.930129611681743
chr1_207223093_207223108	10.465064805840873	5.98003703190907
chr1_212514176_212514191	14.950092579772676	4.485027773931803
chr1_30966859_30966874	58.305361061113416	11.96007406381814
chr10_96998635_96998650	11.96007406381814	7.475046289886338
chr11_16843515_16843530	19.435120353704477	16.445101837749945
chr12_42142258_42142273	35.88022219145441	7.475046289886338
chr15_73593919_73593934	23.920148127636274	8.970055547863605
chr16_90168520_90168535	4.485027773931803	1.4950092579772676
chr19_34964135_34964150	23.920148127636274	10.465064805840873
chr22_18484239_18484254	17.94011109572721	17.94011109572721
chr22_20504531_20504546	19.435120353704477	40.365249965386205
chr4_172042812_172042827	29.90018515954535	40.36524996538622
chr5_172141816_172141831	22.42513886965901	25.415157385613547
chr8_143578719_143578734	11.96007406381814	5.98003703190907
chr8_96275481_96275496	25.41515738561354	8.970055547863605
chr8_97763775_97763790	2.990018515954535	10.465064805840873
chr9_78039101_78039116	10.465064805840873	0.0
chr9_88544487_88544502	4.485027773931803	4.485027773931803
chr9_93120116_93120131	0.0	11.96007406381814
chr1_112698641_112698656	29.900185159545337	7.475046289886338
chr1_118050282_118050297	19.43512035370448	23.92014812763628
chr1_40633763_40633778	49.33530551324981	50.830314771227094
chr16_13716_13731	35.880222191454415	5.98003703190907
chr17_27356250_27356265	19.43512035370448	35.88022219145442
chr17_74760948_74760963	16.445101837749945	1.4950092579772676
chr18_2317139_2317154	35.88022219145441	11.96007406381814
chr2_112728624_112728639	11.96007406381814	10.465064805840873
chr2_25252451_25252466	0.0	4.485027773931803
chr2_27075411_27075426	11.96007406381814	32.890203675499876
chr2_70403973_70403988	16.445101837749945	2.990018515954535
chr3_63343862_63343877	8.970055547863605	2.990018515954535
chr6_35728085_35728100	4.485027773931803	16.445101837749945
chr7_112572891_112572906	23.920148127636274	5.98003703190907
chr7_12493625_12493640	4.485027773931803	20.930129611681743
chr8_89729935_89729950	10.465064805840873	26.910166643590816
chr9_127825819_127825834	26.910166643590813	10.465064805840873
chrX_156026007_156026022	19.435120353704477	2.990018515954535
chr1_19391401_19391416	17.94011109572721	5.98003703190907
chr1_43818925_43818940	10.465064805840873	44.850277739318024
chr1_9561593_9561608	26.910166643590813	23.920148127636274
chr15_63390055_63390070	8.970055547863605	8.970055547863605
chr16_75573306_75573321	31.395194417522603	17.94011109572721
chr17_48631626_48631641	17.94011109572721	13.455083321795408
chr19_1074854_1074869	11.96007406381814	4.485027773931803
chr19_17403373_17403388	0.0	4.485027773931803
chr19_3042375_3042390	1.4950092579772676	2.990018515954535
chr2_39511680_39511695	40.36524996538621	29.900185159545345
chr21_32393528_32393543	44.85027773931802	17.94011109572721
chr21_38076320_38076335	41.86025922336347	13.455083321795408
chr5_150517935_150517950	16.445101837749945	8.970055547863605
chr7_77822511_77822526	10.465064805840873	7.475046289886338
chr1_38814673_38814688	31.395194417522617	22.42513886965901
chr1_61079482_61079497	40.36524996538621	22.425138869659015
chr11_61542085_61542100	23.920148127636274	1.4950092579772676
chr11_94131907_94131922	16.445101837749945	23.92014812763628
chr12_116943953_116943968	10.465064805840873	2.990018515954535
chr13_109744724_109744739	4.485027773931803	5.98003703190907
chr14_55572659_55572674	7.475046289886338	11.96007406381814
chr16_23148790_23148805	7.475046289886338	7.475046289886338
chr19_23699144_23699159	19.435120353704477	19.435120353704477
chr2_216691685_216691700	4.485027773931803	0.0
chr2_96735057_96735072	22.42513886965901	7.475046289886338
chr3_114093726_114093741	10.465064805840873	7.475046289886338
chr4_2163446_2163461	25.415157385613547	25.415157385613547
chr5_180704630_180704645	2.990018515954535	5.98003703190907
chr6_105482405_105482420	2.990018515954535	16.445101837749945
chr6_117384864_117384879	4.485027773931803	10.465064805840873
chr1_16665680_16665695	25.41515738561355	19.43512035370448
chr1_166695308_166695323	140.5308702498632	25.415157385613544
chr1_23157139_23157154	22.42513886965901	25.415157385613547
chr1_43058948_43058963	25.415157385613547	23.92014812763628
chr10_49526798_49526813	7.475046289886338	10.465064805840873
chr11_448033_448048	37.37523144943168	25.415157385613554
chr11_46421378_46421393	19.43512035370448	4.485027773931803
chr11_95338560_95338575	14.950092579772676	7.475046289886338
chr12_47223346_47223361	10.465064805840873	4.485027773931803
chr14_77860363_77860378	38.870240707408946	31.39519441752261
chr16_29152729_29152744	10.465064805840873	1.4950092579772676
chr19_10543628_10543643	16.445101837749945	20.930129611681743
chr2_111896730_111896745	13.455083321795408	5.98003703190907
chr2_9313643_9313658	16.445101837749945	4.485027773931803
chr20_4064764_4064779	11.96007406381814	14.950092579772676
chr3_170532755_170532770	23.92014812763628	26.910166643590806
chr7_98802182_98802197	13.455083321795408	4.485027773931803
chr9_98808698_98808713	10.465064805840873	4.485027773931803
chr1_146293683_146293698	5.98003703190907	2.990018515954535
chr1_210330416_210330431	4.485027773931803	4.485027773931803
chr1_247471224_247471239	19.435120353704477	41.860259223363485
chr10_74039964_74039979	4.485027773931803	13.455083321795408
chr14_104876588_104876603	25.415157385613547	25.41515738561355
chr16_22280189_22280204	31.395194417522603	11.96007406381814
chr16_2339863_2339878	34.38521293347715	10.465064805840873
chr17_72978768_72978783	13.455083321795408	40.36524996538621
chr17_74878399_74878414	43.355268481340744	11.96007406381814
chr19_52664595_52664610	22.425138869659015	14.950092579772676
chr22_18430572_18430587	13.455083321795408	5.98003703190907
chr22_40452951_40452966	13.455083321795408	7.475046289886338
chr3_195205092_195205107	47.840296255272534	44.850277739318024
chr4_159078331_159078346	7.475046289886338	2.990018515954535
chr4_55734000_55734015	7.475046289886338	22.42513886965901
chr5_16936381_16936396	0.0	1.4950092579772676
chr6_26280571_26280586	11.96007406381814	23.920148127636274
chr6_33602370_33602385	31.39519441752261	17.94011109572721
chr7_156764134_156764149	133.0558239599768	14.950092579772676
chr8_133505458_133505473	16.445101837749945	13.455083321795408
chrY_57212527_57212542	10.465064805840873	37.37523144943168
chr1_149129343_149129358	22.42513886965901	10.465064805840873
chr1_247371390_247371405	8.970055547863605	14.950092579772676
chr1_99644480_99644495	28.405175901568082	31.395194417522614
chr10_72317085_72317100	23.920148127636278	11.96007406381814
chr11_109065108_109065123	8.970055547863605	4.485027773931803
chr12_103842218_103842233	4.485027773931803	13.455083321795408
chr12_124878600_124878615	13.455083321795408	11.96007406381814
chr17_38219462_38219477	91.19556473661333	17.94011109572721
chr19_40602494_40602509	4.485027773931803	25.41515738561354
chr2_187055694_187055709	8.970055547863605	11.96007406381814
chr2_202634640_202634655	2.990018515954535	10.465064805840873
chr2_62270936_62270951	13.455083321795408	4.485027773931803
chr3_30665169_30665184	1.4950092579772676	2.990018515954535
chr3_43704907_43704922	32.890203675499876	16.445101837749945
chr4_76308807_76308822	16.445101837749945	16.445101837749945
chr5_154835647_154835662	40.365249965386205	40.365249965386205
chr7_107006778_107006793	28.40517590156807	37.37523144943169
chr7_39505095_39505110	4.485027773931803	2.990018515954535
chr1_119648237_119648252	1.4950092579772676	2.990018515954535
chr1_146443796_146443811	11.96007406381814	2.990018515954535
chr1_156492956_156492971	0.0	10.465064805840873
chr1_203610259_203610274	16.445101837749945	26.910166643590813
chr1_247471640_247471655	8.970055547863605	13.455083321795408
chr1_40232577_40232592	26.910166643590806	10.465064805840873
chr1_75643715_75643730	10.465064805840873	5.98003703190907
chr12_79938994_79939009	5.98003703190907	28.405175901568082
chr13_67123366_67123381	8.970055547863605	4.485027773931803
chr17_36296954_36296969	94.18558325256785	14.950092579772676
chr17_38991633_38991648	7.475046289886338	5.98003703190907
chr17_78782637_78782652	4.485027773931803	0.0
chr18_31205305_31205320	25.415157385613547	11.96007406381814
chr18_46375125_46375140	10.465064805840873	4.485027773931803
chr19_18480585_18480600	8.970055547863605	16.445101837749945
chr2_20609514_20609529	4.485027773931803	4.485027773931803
chr21_37879110_37879125	19.435120353704477	14.950092579772676
chr22_18575606_18575621	16.445101837749945	8.970055547863605
chr22_23283544_23283559	20.930129611681743	35.88022219145441
chr22_35722159_35722174	14.950092579772676	1.4950092579772676
chr3_49098653_49098668	4.485027773931803	2.990018515954535
chr4_169622330_169622345	10.465064805840873	2.990018515954535
chr4_48122956_48122971	0.0	10.465064805840873
chr5_139752781_139752796	10.465064805840873	10.465064805840873
chr5_154223522_154223537	37.37523144943168	23.92014812763628
chr5_32193733_32193748	5.98003703190907	1.4950092579772676
chr6_122404630_122404645	22.425138869659012	13.455083321795408
chr6_144850162_144850177	11.96007406381814	1.4950092579772676
chr6_157846429_157846444	23.92014812763628	5.98003703190907
chr6_34576755_34576770	11.96007406381814	14.950092579772676
chr7_66462070_66462085	13.455083321795408	14.950092579772676
chr9_128622274_128622289	17.94011109572721	5.98003703190907
chr1_10211419_10211434	40.36524996538622	10.465064805840873
chr1_16051282_16051297	29.900185159545345	55.3153425451589
chr1_16897251_16897266	34.385212933477156	25.415157385613554
chr1_202944684_202944699	2.990018515954535	16.445101837749945
chr11_118703740_118703755	2.990018515954535	8.970055547863605
chr11_18081733_18081748	10.465064805840873	35.8802221914544
chr14_20632262_20632277	5.98003703190907	16.445101837749945
chr16_30762160_30762175	2.990018515954535	4.485027773931803
chr16_3194973_3194988	11.96007406381814	5.98003703190907
chr17_55332742_55332757	10.465064805840873	19.435120353704477
chr2_151923457_151923472	10.465064805840873	5.98003703190907
chr2_15640352_15640367	11.96007406381814	17.94011109572721
chr2_169415339_169415354	25.41515738561354	14.950092579772676
chr2_182941532_182941547	16.445101837749945	1.4950092579772676
chr2_83990791_83990806	40.36524996538622	20.930129611681743
chr2_9710939_9710954	13.455083321795408	7.475046289886338
chr22_45223548_45223563	10.465064805840873	4.485027773931803
chr3_196603948_196603963	10.465064805840873	10.465064805840873
chr3_43960628_43960643	20.930129611681743	5.98003703190907
chr3_45381363_45381378	31.395194417522603	4.485027773931803
chr3_45940656_45940671	17.94011109572721	23.92014812763628
chr4_14856115_14856130	11.96007406381814	14.950092579772676
chr5_105840970_105840985	14.950092579772676	7.475046289886338
chr5_154653153_154653168	13.455083321795408	20.930129611681743
chr6_14687782_14687797	25.415157385613547	11.96007406381814
chr6_68778155_68778170	14.950092579772676	7.475046289886338
chr7_37201731_37201746	8.970055547863605	8.970055547863605
chr8_129005258_129005273	8.970055547863605	7.475046289886338
chrX_102739767_102739782	17.94011109572721	7.475046289886338
chrX_134801428_134801443	43.355268481340744	8.970055547863605
chr1_185300337_185300352	25.415157385613544	5.98003703190907
chr1_75720512_75720527	41.86025922336348	38.870240707408946
chr10_125768479_125768494	17.94011109572721	19.435120353704477
chr11_16297457_16297472	16.445101837749945	5.98003703190907
chr12_4571883_4571898	28.405175901568086	11.96007406381814
chr13_18224588_18224603	10.465064805840873	13.455083321795408
chr14_20278572_20278587	11.96007406381814	11.96007406381814
chr14_33842487_33842502	22.42513886965901	4.485027773931803
chr16_168576_168591	28.40517590156808	1.4950092579772676
chr16_30008845_30008860	37.37523144943167	25.415157385613544
chr19_48755539_48755554	13.455083321795408	11.96007406381814
chr2_12006122_12006137	8.970055547863605	1.4950092579772676
chr22_20735280_20735295	11.96007406381814	17.94011109572721
chr5_127068994_127069009	16.445101837749945	8.970055547863605
chr6_115838952_115838967	16.445101837749945	11.96007406381814
chr6_11810140_11810155	4.485027773931803	19.435120353704477
chr6_4733045_4733060	20.930129611681743	11.96007406381814
chr7_152180778_152180793	8.970055547863605	7.475046289886338
chr7_74355318_74355333	19.435120353704477	1.4950092579772676
chr7_99409997_99410012	50.83031477122708	49.33530551324984
chr8_23223780_23223795	2.990018515954535	17.94011109572721
chr8_42207748_42207763	5.98003703190907	5.98003703190907
chr9_131361290_131361305	31.39519441752261	22.425138869659015
chr9_71758973_71758988	19.43512035370448	2.990018515954535
chr9_97176514_97176529	4.485027773931803	5.98003703190907
chr1_11805651_11805666	32.890203675499876	16.445101837749945
chr1_212247537_212247552	31.395194417522617	23.92014812763628
chr11_64503539_64503554	7.475046289886338	8.970055547863605
chr11_75340726_75340741	20.930129611681743	4.485027773931803
chr13_50319835_50319850	11.96007406381814	2.990018515954535
chr14_58749248_58749263	8.970055547863605	11.96007406381814
chr15_40505112_40505127	8.970055547863605	5.98003703190907
chr16_1271894_1271909	58.30536106111342	77.74048141481792
chr16_75054386_75054401	28.405175901568082	26.910166643590813
chr19_18291344_18291359	41.86025922336347	10.465064805840873
chr2_119521178_119521193	14.950092579772676	19.435120353704477
chr2_55136457_55136472	22.42513886965901	29.90018515954535
chr20_41714148_41714163	28.40517590156808	8.970055547863605
chr22_16955843_16955858	2.990018515954535	5.98003703190907
chr5_16406817_16406832	43.355268481340744	28.40517590156808
chr6_137223892_137223907	11.96007406381814	19.435120353704477
chr7_128874907_128874922	7.475046289886338	4.485027773931803
chr7_32937813_32937828	59.80037031909069	25.415157385613547
chr1_58870097_58870112	49.33530551324981	29.90018515954535
chr11_327559_327574	32.89020367549987	7.475046289886338
chr11_86925135_86925150	32.89020367549988	19.435120353704477
chr12_43436784_43436799	16.445101837749945	8.970055547863605
chr13_44900125_44900140	10.465064805840873	5.98003703190907
chr15_60299843_60299858	16.445101837749945	10.465064805840873
chr16_19281428_19281443	16.445101837749945	8.970055547863605
chr18_45756188_45756203	38.87024070740894	8.970055547863605
chr19_28556633_28556648	35.880222191454415	28.40517590156808
chr2_39107946_39107961	5.98003703190907	5.98003703190907
chr20_1712405_1712420	8.970055547863605	5.98003703190907
chr21_43728592_43728607	7.475046289886338	1.4950092579772676
chr22_21489107_21489122	13.455083321795408	20.930129611681743
chr3_23949985_23950000	4.485027773931803	16.445101837749945
chr4_86970930_86970945	14.950092579772676	37.37523144943168
chr5_174589866_174589881	13.455083321795408	7.475046289886338
chr6_41449649_41449664	11.96007406381814	10.465064805840873
chr7_108335488_108335503	7.475046289886338	1.4950092579772676
chr1_234978087_234978102	37.37523144943168	28.405175901568086
chr1_90557874_90557889	37.37523144943167	14.950092579772676
chr11_10297921_10297936	16.445101837749945	11.96007406381814
chr11_57304417_57304432	23.920148127636274	4.485027773931803
chr11_64800010_64800025	25.415157385613547	17.94011109572721
chr14_59482862_59482877	13.455083321795408	1.4950092579772676
chr14_73460986_73461001	32.89020367549988	4.485027773931803
chr14_89672799_89672814	17.94011109572721	4.485027773931803
chr2_111484520_111484535	32.89020367549988	56.810351803136165
chr3_48847261_48847276	8.970055547863605	4.485027773931803
chr3_72177464_72177479	8.970055547863605	7.475046289886338
chr4_127533337_127533352	13.455083321795408	5.98003703190907
chr5_173316199_173316214	11.96007406381814	17.94011109572721
chr5_180085295_180085310	23.920148127636274	4.485027773931803
chr5_74327061_74327076	8.970055547863605	1.4950092579772676
chr5_79811087_79811102	1.4950092579772676	2.990018515954535
chr6_26394420_26394435	10.465064805840873	13.455083321795408
chr7_121079615_121079630	44.85027773931801	23.920148127636274
chr8_67313733_67313748	11.96007406381814	8.970055547863605
chr1_114128457_114128472	17.94011109572721	4.485027773931803
chr1_179938875_179938890	14.950092579772676	5.98003703190907
chr1_31216181_31216196	5.98003703190907	4.485027773931803
chr1_90822133_90822148	4.485027773931803	5.98003703190907
chr1_96808363_96808378	7.475046289886338	5.98003703190907
chr10_101062534_101062549	25.415157385613547	14.950092579772676
chr13_75305318_75305333	5.98003703190907	2.990018515954535
chr14_30532404_30532419	16.445101837749945	4.485027773931803
chr15_90930662_90930677	25.415157385613547	13.455083321795408
chr16_15642762_15642777	5.98003703190907	7.475046289886338
chr16_15792796_15792811	44.850277739318024	31.395194417522614
chr16_24738125_24738140	1.4950092579772676	8.970055547863605
chr17_32915525_32915540	8.970055547863605	4.485027773931803
chr2_102291370_102291385	7.475046289886338	8.970055547863605
chr2_108633566_108633581	5.98003703190907	13.455083321795408
chr2_17901385_17901400	0.0	11.96007406381814
chr2_27006117_27006132	76.24547215684066	43.35526848134076
chr2_47194605_47194620	22.42513886965901	7.475046289886338
chr2_69734212_69734227	10.465064805840873	7.475046289886338
chr2_96686223_96686238	14.950092579772676	4.485027773931803
chr22_18549553_18549568	22.42513886965901	29.900185159545345
chr22_21515161_21515176	14.950092579772676	22.42513886965901
