,Location,NFIA-Nuc_engagement
chr1_234917621_234917636,random orientated upstream,0.84509804
chr1_43225435_43225450,random orientated upstream,0.84509804
chr1_5913254_5913269,random orientated upstream,0.84509804
chr10_118835918_118835933,random orientated upstream,0.84509804
chr10_17344363_17344378,random orientated upstream,0.84509804
chr11_2687822_2687837,random orientated upstream,0.84509804
chr15_64784026_64784041,random orientated upstream,0.84509804
chr17_17604023_17604038,random orientated upstream,0.84509804
chr17_59239119_59239134,random orientated upstream,0.84509804
chr18_2646634_2646649,random orientated upstream,0.84509804
chr18_54440492_54440507,random orientated upstream,0.84509804
chr18_61714650_61714665,random orientated upstream,0.84509804
chr19_47652532_47652547,random orientated upstream,0.84509804
chr2_218379282_218379297,random orientated upstream,0.84509804
chr2_29042853_29042868,random orientated upstream,0.84509804
chr2_45654380_45654395,random orientated upstream,0.84509804
chr20_41423232_41423247,random orientated upstream,0.84509804
chr20_59004704_59004719,random orientated upstream,0.84509804
chr21_28992187_28992202,random orientated upstream,0.84509804
chr21_42171489_42171504,random orientated upstream,0.84509804
chr3_155790930_155790945,random orientated upstream,0.84509804
chr4_16141037_16141052,random orientated upstream,0.84509804
chr5_102601160_102601175,random orientated upstream,0.84509804
chr5_105350381_105350396,random orientated upstream,0.84509804
chr5_139726410_139726425,random orientated upstream,0.84509804
chr5_2917655_2917670,random orientated upstream,0.84509804
chr6_28689394_28689409,random orientated upstream,0.84509804
chr6_39487931_39487946,random orientated upstream,0.84509804
chr7_6901702_6901717,random orientated upstream,0.84509804
chr7_76576426_76576441,random orientated upstream,0.84509804
chr7_87927135_87927150,random orientated upstream,0.84509804
chr8_22739042_22739057,random orientated upstream,0.84509804
chr8_56413128_56413143,random orientated upstream,0.84509804
chr8_6787705_6787720,random orientated upstream,0.84509804
chr8_6793044_6793059,random orientated upstream,0.84509804
chr9_107102852_107102867,random orientated upstream,0.84509804
chr9_129242681_129242696,random orientated upstream,0.84509804
chr9_13967964_13967979,random orientated upstream,0.84509804
chrX_130040183_130040198,random orientated upstream,0.84509804
chr1_13809015_13809030,random orientated upstream,0.84509804
chr1_210755434_210755449,random orientated upstream,0.84509804
chr1_224268067_224268082,random orientated upstream,0.84509804
chr1_31302993_31303008,random orientated upstream,0.84509804
chr1_31574080_31574095,random orientated upstream,0.84509804
chr1_91170755_91170770,random orientated upstream,0.84509804
chr10_3979630_3979645,random orientated upstream,0.84509804
chr10_50789591_50789606,random orientated upstream,0.84509804
chr11_10659195_10659210,random orientated upstream,0.84509804
chr11_12239845_12239860,random orientated upstream,0.84509804
chr12_105952182_105952197,random orientated upstream,0.84509804
chr14_102508985_102509000,random orientated upstream,0.84509804
chr14_29637059_29637074,random orientated upstream,0.84509804
chr15_57662995_57663010,random orientated upstream,0.84509804
chr15_65306767_65306782,random orientated upstream,0.84509804
chr16_24815252_24815267,random orientated upstream,0.84509804
chr16_88649477_88649492,random orientated upstream,0.84509804
chr19_18803087_18803102,random orientated upstream,0.84509804
chr19_41991373_41991388,random orientated upstream,0.84509804
chr2_177709120_177709135,random orientated upstream,0.84509804
chr2_3378603_3378618,random orientated upstream,0.84509804
chr20_36144392_36144407,random orientated upstream,0.84509804
chr21_20320106_20320121,random orientated upstream,0.84509804
chr21_37224017_37224032,random orientated upstream,0.84509804
chr21_43998140_43998155,random orientated upstream,0.84509804
chr3_12708979_12708994,random orientated upstream,0.84509804
chr3_13601210_13601225,random orientated upstream,0.84509804
chr3_49469247_49469262,random orientated upstream,0.84509804
chr3_63430114_63430129,random orientated upstream,0.84509804
chr4_105273413_105273428,random orientated upstream,0.84509804
chr4_164952744_164952759,random orientated upstream,0.84509804
chr4_2136867_2136882,random orientated upstream,0.84509804
chr5_138306019_138306034,random orientated upstream,0.84509804
chr5_170611614_170611629,random orientated upstream,0.84509804
chr5_173507398_173507413,random orientated upstream,0.84509804
chr5_73534319_73534334,random orientated upstream,0.84509804
chr6_170733971_170733986,random orientated upstream,0.84509804
chr7_6273520_6273535,random orientated upstream,0.84509804
chr7_65664577_65664592,random orientated upstream,0.84509804
chr7_74307936_74307951,random orientated upstream,0.84509804
chr8_28700019_28700034,random orientated upstream,0.84509804
chr9_120756702_120756717,random orientated upstream,0.84509804
chr9_132846302_132846317,random orientated upstream,0.84509804
chr3_195002181_195002196,random orientated downstream,0.84509804
chr16_2215017_2215032,random orientated downstream,0.84509804
chr12_43695069_43695084,random orientated downstream,0.84509804
chr10_99621318_99621333,random orientated downstream,0.84509804
chr5_179821907_179821922,random orientated downstream,0.84509804
chr7_47372211_47372226,random orientated downstream,0.84509804
chr15_77070603_77070618,random orientated downstream,0.84509804
chr19_46714409_46714424,random orientated downstream,0.84509804
chr2_216769336_216769351,random orientated downstream,0.84509804
chr1_115764722_115764737,random orientated downstream,0.84509804
chr19_47743291_47743306,random orientated downstream,0.84509804
chr9_95506245_95506260,random orientated downstream,0.84509804
chr7_30562639_30562654,random orientated downstream,0.84509804
chr3_48740205_48740220,random orientated downstream,0.84509804
chrX_153382354_153382369,random orientated downstream,0.84509804
chr7_73233417_73233432,random orientated downstream,0.84509804
chr10_21318959_21318974,random orientated downstream,0.84509804
chr9_78039101_78039116,random orientated downstream,0.84509804
chr9_127825819_127825834,random orientated downstream,0.84509804
chr13_109744724_109744739,random orientated downstream,0.84509804
chr1_156492956_156492971,random orientated downstream,0.84509804
chr1_35556679_35556694,random orientated downstream,0.84509804
chr4_48122956_48122971,random orientated downstream,0.84509804
chr2_12006122_12006137,random orientated downstream,0.84509804
chr6_137223892_137223907,random orientated downstream,0.84509804
chr13_44900125_44900140,random orientated downstream,0.84509804
chr3_48847261_48847276,random orientated downstream,0.84509804
chr13_75305318_75305333,random orientated downstream,0.84509804
chr16_24738125_24738140,random orientated downstream,0.84509804
chr6_12103254_12103269,random orientated downstream,0.84509804
chr6_151154632_151154647,random orientated downstream,0.84509804
chr7_118372723_118372738,random orientated downstream,0.84509804
chr18_57843539_57843554,random orientated downstream,0.84509804
chr2_189686023_189686038,random orientated downstream,0.84509804
chr3_171231145_171231160,random orientated downstream,0.84509804
chr3_19902019_19902034,random orientated downstream,0.84509804
chr4_82780881_82780896,random orientated downstream,0.84509804
chr1_15800652_15800667,random orientated downstream,0.84509804
chr6_132673590_132673605,random orientated downstream,0.84509804
chr12_103809826_103809841,random orientated downstream,0.84509804
chr6_41332393_41332408,random orientated downstream,0.84509804
chr10_7354845_7354860,random orientated downstream,0.84509804
chr6_11120733_11120748,random orientated downstream,0.84509804
chr5_121691799_121691814,random orientated downstream,0.84509804
chr19_41000447_41000462,random orientated downstream,0.84509804
chr4_148057182_148057197,random orientated downstream,0.84509804
chrX_40090341_40090356,random orientated downstream,0.84509804
chr1_182300053_182300068,random orientated downstream,0.84509804
chr19_8155053_8155068,random orientated downstream,0.84509804
chr7_2524166_2524181,random orientated downstream,0.84509804
chr11_126011410_126011425,random orientated downstream,0.84509804
chr14_21044551_21044566,random orientated downstream,0.84509804
chr19_51821244_51821259,random orientated downstream,0.84509804
chr2_55097323_55097338,random orientated downstream,0.84509804
chrX_129654994_129655009,random orientated downstream,0.84509804
chr3_139016868_139016883,random orientated downstream,0.84509804
chr5_103259505_103259520,random orientated downstream,0.84509804
chr5_135327859_135327874,random orientated downstream,0.84509804
chrX_7120741_7120756,random orientated downstream,0.84509804
chr12_120093705_120093720,random orientated downstream,0.84509804
chr21_21029425_21029440,random orientated downstream,0.84509804
chr3_119245935_119245950,random orientated downstream,0.84509804
chr5_56244710_56244725,random orientated downstream,0.84509804
chr1_155884789_155884804,random orientated downstream,0.84509804
chr11_62001859_62001874,random orientated downstream,0.84509804
chr2_23404016_23404031,random orientated downstream,0.84509804
chr3_16945509_16945524,random orientated downstream,0.84509804
chr1_61497194_61497209,random orientated downstream,0.84509804
chr11_118919066_118919081,random orientated downstream,0.84509804
chr11_57778686_57778701,random orientated downstream,0.84509804
chr17_50421994_50422009,random orientated downstream,0.84509804
chr2_96950454_96950469,random orientated downstream,0.84509804
chr4_88603153_88603168,random orientated downstream,0.84509804
chr6_63612885_63612900,random orientated downstream,0.84509804
chr8_143188950_143188965,random orientated downstream,0.84509804
chr9_113215315_113215330,random orientated downstream,0.84509804
chr9_131618214_131618229,random orientated downstream,0.84509804
chr13_29465887_29465902,random orientated downstream,0.84509804
chr15_44712648_44712663,random orientated downstream,0.84509804
chr17_3871105_3871120,random orientated downstream,0.84509804
chr17_73798496_73798511,random orientated downstream,0.84509804
chr18_79405309_79405324,random orientated downstream,0.84509804
chr19_48135627_48135642,random orientated downstream,0.84509804
chr2_112662886_112662901,random orientated downstream,0.84509804
chr2_233021976_233021991,random orientated downstream,0.84509804
chr20_32552962_32552977,random orientated downstream,0.84509804
chr5_7377060_7377075,random orientated downstream,0.84509804
chr9_31825887_31825902,random orientated downstream,0.84509804
chr10_125148290_125148305,random orientated downstream,0.84509804
chrX_66017083_66017098,random orientated downstream,0.84509804
chr1_9890463_9890478,random orientated downstream,0.84509804
chr13_38008827_38008842,random orientated downstream,0.84509804
chr2_167845269_167845284,random orientated downstream,0.84509804
chr20_34016819_34016834,random orientated downstream,0.84509804
chr20_63274636_63274651,random orientated downstream,0.84509804
chr4_37066318_37066333,random orientated downstream,0.84509804
chr4_76442080_76442095,random orientated downstream,0.84509804
chr7_158613552_158613567,random orientated downstream,0.84509804
chr9_94086704_94086719,random orientated downstream,0.84509804
chr15_99123938_99123953,random orientated downstream,0.84509804
chr19_34925689_34925704,random orientated downstream,0.84509804
chr3_17553321_17553336,random orientated downstream,0.84509804
chr7_480943_480958,random orientated downstream,0.84509804
chr1_95207738_95207753,random orientated downstream,0.84509804
chr10_91665982_91665997,random orientated downstream,0.84509804
chr11_120347392_120347407,random orientated downstream,0.84509804
chr12_98456209_98456224,random orientated downstream,0.84509804
chr19_46783808_46783823,random orientated downstream,0.84509804
chr2_219416055_219416070,random orientated downstream,0.84509804
chr2_24928586_24928601,random orientated downstream,0.84509804
chr4_17544914_17544929,random orientated downstream,0.84509804
chr5_80184476_80184491,random orientated downstream,0.84509804
chr6_131132528_131132543,random orientated downstream,0.84509804
chrX_38426990_38427005,random orientated downstream,0.84509804
chr13_80251671_80251686,random orientated downstream,0.84509804
chr2_84920353_84920368,random orientated downstream,0.84509804
chr5_98816797_98816812,random orientated downstream,0.84509804
chr9_98391607_98391622,random orientated downstream,0.84509804
chr1_17236953_17236968,random orientated downstream,0.84509804
chr16_10587813_10587828,random orientated downstream,0.84509804
chr19_19377927_19377942,random orientated downstream,0.84509804
chr2_42974545_42974560,random orientated downstream,0.84509804
chr2_61167735_61167750,random orientated downstream,0.84509804
chr4_147701168_147701183,random orientated downstream,0.84509804
chr4_835501_835516,random orientated downstream,0.84509804
chr7_34036147_34036162,random orientated downstream,0.84509804
chr11_11609100_11609115,random orientated downstream,0.84509804
chr7_39027685_39027700,random orientated downstream,0.84509804
chr1_206674809_206674824,random orientated downstream,0.84509804
chr14_54637444_54637459,random orientated downstream,0.84509804
chr17_57545031_57545046,random orientated downstream,0.84509804
chr17_68491965_68491980,random orientated downstream,0.84509804
chr3_38528275_38528290,random orientated downstream,0.84509804
chr9_113076295_113076310,random orientated downstream,0.84509804
chr1_151215397_151215412,random orientated downstream,0.84509804
chr1_161001730_161001745,random orientated downstream,0.84509804
chr10_55474441_55474456,random orientated downstream,0.84509804
chr11_10908342_10908357,random orientated downstream,0.84509804
chr13_51135751_51135766,random orientated downstream,0.84509804
chr17_57851811_57851826,random orientated downstream,0.84509804
chr17_79698727_79698742,random orientated downstream,0.84509804
chr2_227376963_227376978,random orientated downstream,0.84509804
chr22_20366608_20366623,random orientated downstream,0.84509804
chr3_194192074_194192089,random orientated downstream,0.84509804
chr3_69086289_69086304,random orientated downstream,0.84509804
chr5_68369246_68369261,random orientated downstream,0.84509804
chr6_157674528_157674543,random orientated downstream,0.84509804
chr6_163536917_163536932,random orientated downstream,0.84509804
chr7_150975190_150975205,random orientated downstream,0.84509804
chr7_43983146_43983161,random orientated downstream,0.84509804
chr9_129487984_129487999,random orientated downstream,0.84509804
chrX_147876052_147876067,random orientated downstream,0.84509804
chr10_122876102_122876117,random orientated downstream,0.84509804
chr10_3350959_3350974,random orientated downstream,0.84509804
chr11_125071979_125071994,random orientated downstream,0.84509804
chr11_64355522_64355537,random orientated downstream,0.84509804
chr17_27381119_27381134,random orientated downstream,0.84509804
chr2_85515513_85515528,random orientated downstream,0.84509804
chr4_172927292_172927307,random orientated downstream,0.84509804
chr7_106480832_106480847,random orientated downstream,0.84509804
chr7_113010560_113010575,random orientated downstream,0.84509804
chr10_78960659_78960674,random orientated downstream,0.84509804
chr16_69324435_69324450,random orientated downstream,0.84509804
chr17_17408448_17408463,random orientated downstream,0.84509804
chr2_171009079_171009094,random orientated downstream,0.84509804
chr2_208033923_208033938,random orientated downstream,0.84509804
chr22_24330776_24330791,random orientated downstream,0.84509804
chr5_31975473_31975488,random orientated downstream,0.84509804
chr6_14238579_14238594,random orientated downstream,0.84509804
chr8_22867573_22867588,random orientated downstream,0.84509804
chr1_165376374_165376389,random orientated downstream,0.84509804
chr1_34695746_34695761,random orientated downstream,0.84509804
chr1_34915670_34915685,random orientated downstream,0.84509804
chr12_131250587_131250602,random orientated downstream,0.84509804
chr2_190214197_190214212,random orientated downstream,0.84509804
chr3_47022726_47022741,random orientated downstream,0.84509804
chr6_83883459_83883474,random orientated downstream,0.84509804
chr8_42232935_42232950,random orientated downstream,0.84509804
chr1_16147333_16147348,random orientated downstream,0.84509804
chr1_22730050_22730065,random orientated downstream,0.84509804
chr1_84086354_84086369,random orientated downstream,0.84509804
chr14_36099799_36099814,random orientated downstream,0.84509804
chr2_71710952_71710967,random orientated downstream,0.84509804
chr3_169923367_169923382,random orientated downstream,0.84509804
chr6_142851215_142851230,random orientated downstream,0.84509804
chr6_43672586_43672601,random orientated downstream,0.84509804
chr7_153154335_153154350,random orientated downstream,0.84509804
chr7_55296273_55296288,random orientated downstream,0.84509804
chr9_104982826_104982841,random orientated downstream,0.84509804
chr1_148017673_148017688,random orientated downstream,0.84509804
chr10_16016885_16016900,random orientated downstream,0.84509804
chr12_67110533_67110548,random orientated downstream,0.84509804
chr14_29607542_29607557,random orientated downstream,0.84509804
chr16_24986558_24986573,random orientated downstream,0.84509804
chr17_16129452_16129467,random orientated downstream,0.84509804
chr2_190583929_190583944,random orientated downstream,0.84509804
chr2_54720764_54720779,random orientated downstream,0.84509804
chr20_50709038_50709053,random orientated downstream,0.84509804
chr22_43958046_43958061,random orientated downstream,0.84509804
chr7_44884736_44884751,random orientated downstream,0.84509804
chr1_42974988_42975003,random orientated downstream,0.84509804
chr11_73899216_73899231,random orientated downstream,0.84509804
chr12_252874_252889,random orientated downstream,0.84509804
chr14_67032048_67032063,random orientated downstream,0.84509804
chr15_51758880_51758895,random orientated downstream,0.84509804
chr19_17230062_17230077,random orientated downstream,0.84509804
chr2_134985252_134985267,random orientated downstream,0.84509804
chr5_145849119_145849134,random orientated downstream,0.84509804
chr5_5970131_5970146,random orientated downstream,0.84509804
chr7_138837660_138837675,random orientated downstream,0.84509804
chr7_85010535_85010550,random orientated downstream,0.84509804
chr8_113519361_113519376,random orientated downstream,0.84509804
chrX_107727348_107727363,random orientated downstream,0.84509804
chr1_218259540_218259555,random orientated downstream,0.84509804
chr11_95942405_95942420,random orientated downstream,0.84509804
chr15_81749843_81749858,random orientated downstream,0.84509804
chr16_11303797_11303812,random orientated downstream,0.84509804
chr19_35035215_35035230,random orientated downstream,0.84509804
chr2_111927023_111927038,random orientated downstream,0.84509804
chr2_178412209_178412224,random orientated downstream,0.84509804
chr2_186883719_186883734,random orientated downstream,0.84509804
chr2_70293475_70293490,random orientated downstream,0.84509804
chr20_45836946_45836961,random orientated downstream,0.84509804
chr5_79582403_79582418,random orientated downstream,0.84509804
chr6_106416129_106416144,random orientated downstream,0.84509804
chr6_112383394_112383409,random orientated downstream,0.84509804
chr6_146809492_146809507,random orientated downstream,0.84509804
chr7_41133940_41133955,random orientated downstream,0.84509804
chr9_128175875_128175890,random orientated downstream,0.84509804
chr1_17219160_17219175,random orientated downstream,0.84509804
chr1_24562860_24562875,random orientated downstream,0.84509804
chr1_61284682_61284697,random orientated downstream,0.84509804
chr11_69695053_69695068,random orientated downstream,0.84509804
chr16_19517706_19517721,random orientated downstream,0.84509804
chr17_12048187_12048202,random orientated downstream,0.84509804
chr18_154397_154412,random orientated downstream,0.84509804
chr19_12547670_12547685,random orientated downstream,0.84509804
chr19_33690092_33690107,random orientated downstream,0.84509804
chr19_55391456_55391471,random orientated downstream,0.84509804
chr19_5960110_5960125,random orientated downstream,0.84509804
chr19_6773509_6773524,random orientated downstream,0.84509804
chr2_172673090_172673105,random orientated downstream,0.84509804
chr2_55159149_55159164,random orientated downstream,0.84509804
chr3_119744097_119744112,random orientated downstream,0.84509804
chr3_17057620_17057635,random orientated downstream,0.84509804
chr4_38366738_38366753,random orientated downstream,0.84509804
chr6_122590767_122590782,random orientated downstream,0.84509804
chr7_11261826_11261841,random orientated downstream,0.84509804
chr7_131046444_131046459,random orientated downstream,0.84509804
chr8_124044792_124044807,random orientated downstream,0.84509804
chr8_36995136_36995151,random orientated downstream,0.84509804
chr9_136648889_136648904,random orientated downstream,0.84509804
chr1_209853857_209853872,random orientated downstream,0.84509804
chr13_50701658_50701673,random orientated downstream,0.84509804
chr15_29572249_29572264,random orientated downstream,0.84509804
chr19_16442931_16442946,random orientated downstream,0.84509804
chr2_108413053_108413068,random orientated downstream,0.84509804
chr2_131661276_131661291,random orientated downstream,0.84509804
chr2_47070028_47070043,random orientated downstream,0.84509804
chr21_16420272_16420287,random orientated downstream,0.84509804
chr22_35959262_35959277,random orientated downstream,0.84509804
chr3_43491920_43491935,random orientated downstream,0.84509804
chr3_72051877_72051892,random orientated downstream,0.84509804
chr6_156848273_156848288,random orientated downstream,0.84509804
chr6_161168695_161168710,random orientated downstream,0.84509804
chr6_20252500_20252515,random orientated downstream,0.84509804
chr6_68473566_68473581,random orientated downstream,0.84509804
chr7_128077164_128077179,random orientated downstream,0.84509804
chr7_128258090_128258105,random orientated downstream,0.84509804
chr7_134313740_134313755,random orientated downstream,0.84509804
chr9_134227886_134227901,random orientated downstream,0.84509804
chr9_92607226_92607241,random orientated downstream,0.84509804
chrX_124849541_124849556,random orientated downstream,0.84509804
chr1_10203171_10203186,random orientated downstream,0.84509804
chr1_234106243_234106258,random orientated downstream,0.84509804
chr1_70649909_70649924,random orientated downstream,0.84509804
chr10_101745483_101745498,random orientated downstream,0.84509804
chr10_122930307_122930322,random orientated downstream,0.84509804
chr10_21754574_21754589,random orientated downstream,0.84509804
chr10_30028100_30028115,random orientated downstream,0.84509804
chr10_7488699_7488714,random orientated downstream,0.84509804
chr11_129854067_129854082,random orientated downstream,0.84509804
chr11_66159818_66159833,random orientated downstream,0.84509804
chr12_41932635_41932650,random orientated downstream,0.84509804
chr17_40072150_40072165,random orientated downstream,0.84509804
chr2_202337276_202337291,random orientated downstream,0.84509804
chr20_34389380_34389395,random orientated downstream,0.84509804
chr20_46470222_46470237,random orientated downstream,0.84509804
chr3_72336855_72336870,random orientated downstream,0.84509804
chr4_186520606_186520621,random orientated downstream,0.84509804
chr4_47914943_47914958,random orientated downstream,0.84509804
chr5_50948094_50948109,random orientated downstream,0.84509804
chr5_95781078_95781093,random orientated downstream,0.84509804
chr6_125944607_125944622,random orientated downstream,0.84509804
chr7_144031712_144031727,random orientated downstream,0.84509804
chrX_47380318_47380333,random orientated downstream,0.84509804
chrX_71571593_71571608,random orientated downstream,0.84509804
chr1_220627464_220627479,random orientated downstream,0.84509804
chr1_26577386_26577401,random orientated downstream,0.84509804
chr1_32010678_32010693,random orientated downstream,0.84509804
chr1_37691756_37691771,random orientated downstream,0.84509804
chr1_44629094_44629109,random orientated downstream,0.84509804
chr1_54222268_54222283,random orientated downstream,0.84509804
chr10_91702268_91702283,random orientated downstream,0.84509804
chr11_70158929_70158944,random orientated downstream,0.84509804
chr11_86355893_86355908,random orientated downstream,0.84509804
chr12_94217182_94217197,random orientated downstream,0.84509804
chr14_92755184_92755199,random orientated downstream,0.84509804
chr15_70780201_70780216,random orientated downstream,0.84509804
chr16_88725940_88725955,random orientated downstream,0.84509804
chr17_48729888_48729903,random orientated downstream,0.84509804
chr2_170727284_170727299,random orientated downstream,0.84509804
chr2_238591917_238591932,random orientated downstream,0.84509804
chr22_41660550_41660565,random orientated downstream,0.84509804
chr3_100197193_100197208,random orientated downstream,0.84509804
chr5_179422658_179422673,random orientated downstream,0.84509804
chr5_7867468_7867483,random orientated downstream,0.84509804
chr6_11855894_11855909,random orientated downstream,0.84509804
chr6_69791260_69791275,random orientated downstream,0.84509804
chr6_72619873_72619888,random orientated downstream,0.84509804
chr8_138846222_138846237,random orientated downstream,0.84509804
chr1_18054480_18054495,random orientated downstream,0.84509804
chr1_19257700_19257715,random orientated downstream,0.84509804
chr1_246068788_246068803,random orientated downstream,0.84509804
chr1_41916174_41916189,random orientated downstream,0.84509804
chr10_48445124_48445139,random orientated downstream,0.84509804
chr11_73321994_73322009,random orientated downstream,0.84509804
chr11_76506683_76506698,random orientated downstream,0.84509804
chr12_111994336_111994351,random orientated downstream,0.84509804
chr12_47776789_47776804,random orientated downstream,0.84509804
chr12_49534838_49534853,random orientated downstream,0.84509804
chr12_53150554_53150569,random orientated downstream,0.84509804
chr12_92349138_92349153,random orientated downstream,0.84509804
chr15_41932637_41932652,random orientated downstream,0.84509804
chr19_17591132_17591147,random orientated downstream,0.84509804
chr19_6145041_6145056,random orientated downstream,0.84509804
chr2_110770773_110770788,random orientated downstream,0.84509804
chr2_11368260_11368275,random orientated downstream,0.84509804
chr2_148909317_148909332,random orientated downstream,0.84509804
chr2_217403309_217403324,random orientated downstream,0.84509804
chr2_232688405_232688420,random orientated downstream,0.84509804
chr2_86213869_86213884,random orientated downstream,0.84509804
chr3_17746114_17746129,random orientated downstream,0.84509804
chr3_25625712_25625727,random orientated downstream,0.84509804
chr3_45179222_45179237,random orientated downstream,0.84509804
chr5_174397346_174397361,random orientated downstream,0.84509804
chr5_38008411_38008426,random orientated downstream,0.84509804
chr6_169008921_169008936,random orientated downstream,0.84509804
chr7_157277415_157277430,random orientated downstream,0.84509804
chr7_16713885_16713900,random orientated downstream,0.84509804
chr7_68731996_68732011,random orientated downstream,0.84509804
chr9_113087183_113087198,random orientated downstream,0.84509804
chr9_127731467_127731482,random orientated downstream,0.84509804
chr9_128329131_128329146,random orientated downstream,0.84509804
chr10_131242115_131242130,random orientated downstream,0.84509804
chr10_28853398_28853413,random orientated downstream,0.84509804
chr10_69880398_69880413,random orientated downstream,0.84509804
chr10_73264201_73264216,random orientated downstream,0.84509804
chr11_10020509_10020524,random orientated downstream,0.84509804
chr11_118858494_118858509,random orientated downstream,0.84509804
chr11_65210601_65210616,random orientated downstream,0.84509804
chr12_39500703_39500718,random orientated downstream,0.84509804
chr13_99188930_99188945,random orientated downstream,0.84509804
chr14_100312959_100312974,random orientated downstream,0.84509804
chr14_73810671_73810686,random orientated downstream,0.84509804
chr16_1291316_1291331,random orientated downstream,0.84509804
chr16_24572334_24572349,random orientated downstream,0.84509804
chr16_4655425_4655440,random orientated downstream,0.84509804
chr18_23141888_23141903,random orientated downstream,0.84509804
chr19_40366298_40366313,random orientated downstream,0.84509804
chr2_64653532_64653547,random orientated downstream,0.84509804
chr20_49626035_49626050,random orientated downstream,0.84509804
chr21_33058858_33058873,random orientated downstream,0.84509804
chr21_43001064_43001079,random orientated downstream,0.84509804
chr3_40725375_40725390,random orientated downstream,0.84509804
chr3_45583284_45583299,random orientated downstream,0.84509804
chr5_113095966_113095981,random orientated downstream,0.84509804
chr6_150812358_150812373,random orientated downstream,0.84509804
chr7_43972233_43972248,random orientated downstream,0.84509804
chr7_71229460_71229475,random orientated downstream,0.84509804
chr7_73772893_73772908,random orientated downstream,0.84509804
chr9_70830821_70830836,random orientated downstream,0.84509804
chr1_100542496_100542511,random orientated downstream,0.84509804
chr1_117674936_117674951,random orientated downstream,0.84509804
chr1_154179056_154179071,random orientated downstream,0.84509804
chr1_160168215_160168230,random orientated downstream,0.84509804
chr1_21875036_21875051,random orientated downstream,0.84509804
chr1_226563168_226563183,random orientated downstream,0.84509804
chr1_39623286_39623301,random orientated downstream,0.84509804
chr11_59536733_59536748,random orientated downstream,0.84509804
chr11_67385225_67385240,random orientated downstream,0.84509804
chr12_104701973_104701988,random orientated downstream,0.84509804
chr12_113745500_113745515,random orientated downstream,0.84509804
chr14_68706234_68706249,random orientated downstream,0.84509804
chr15_51136749_51136764,random orientated downstream,0.84509804
chr16_30178646_30178661,random orientated downstream,0.84509804
chr16_4787753_4787768,random orientated downstream,0.84509804
chr16_67470455_67470470,random orientated downstream,0.84509804
chr17_37359752_37359767,random orientated downstream,0.84509804
chr19_3804191_3804206,random orientated downstream,0.84509804
chr19_4583187_4583202,random orientated downstream,0.84509804
chr2_10370512_10370527,random orientated downstream,0.84509804
chr2_135392157_135392172,random orientated downstream,0.84509804
chr2_176056591_176056606,random orientated downstream,0.84509804
chr2_189421903_189421918,random orientated downstream,0.84509804
chr2_28655215_28655230,random orientated downstream,0.84509804
chr2_60905747_60905762,random orientated downstream,0.84509804
chr21_18917796_18917811,random orientated downstream,0.84509804
chr21_28992187_28992202,random orientated downstream,0.84509804
chr3_16192420_16192435,random orientated downstream,0.84509804
chr3_177776960_177776975,random orientated downstream,0.84509804
chr5_139726410_139726425,random orientated downstream,0.84509804
chr5_141885780_141885795,random orientated downstream,0.84509804
chr5_150117593_150117608,random orientated downstream,0.84509804
chr5_155026115_155026130,random orientated downstream,0.84509804
chr5_9916367_9916382,random orientated downstream,0.84509804
chr6_133993063_133993078,random orientated downstream,0.84509804
chr6_28689394_28689409,random orientated downstream,0.84509804
chr6_36827419_36827434,random orientated downstream,0.84509804
chr6_42230848_42230863,random orientated downstream,0.84509804
chr7_104776259_104776274,random orientated downstream,0.84509804
chr7_106513114_106513129,random orientated downstream,0.84509804
chr7_140626726_140626741,random orientated downstream,0.84509804
chr7_2786915_2786930,random orientated downstream,0.84509804
chr8_123568783_123568798,random orientated downstream,0.84509804
chrX_40938607_40938622,random orientated downstream,0.84509804
chrX_52346392_52346407,random orientated downstream,0.84509804
chr1_116019848_116019863,random orientated downstream,0.84509804
chr1_7557601_7557616,random orientated downstream,0.84509804
chr1_91170755_91170770,random orientated downstream,0.84509804
chr10_51125026_51125041,random orientated downstream,0.84509804
chr12_34115162_34115177,random orientated downstream,0.84509804
chr15_66736084_66736099,random orientated downstream,0.84509804
chr16_20191770_20191785,random orientated downstream,0.84509804
chr16_57905157_57905172,random orientated downstream,0.84509804
chr16_88649477_88649492,random orientated downstream,0.84509804
chr19_18001350_18001365,random orientated downstream,0.84509804
chr19_34731532_34731547,random orientated downstream,0.84509804
chr19_35149647_35149662,random orientated downstream,0.84509804
chr19_40414587_40414602,random orientated downstream,0.84509804
chr2_113974944_113974959,random orientated downstream,0.84509804
chr2_156751683_156751698,random orientated downstream,0.84509804
chr2_158138448_158138463,random orientated downstream,0.84509804
chr2_167890927_167890942,random orientated downstream,0.84509804
chr2_173556046_173556061,random orientated downstream,0.84509804
chr2_178283274_178283289,random orientated downstream,0.84509804
chr2_98038425_98038440,random orientated downstream,0.84509804
chr21_20320106_20320121,random orientated downstream,0.84509804
chr21_37224017_37224032,random orientated downstream,0.84509804
chr3_191515034_191515049,random orientated downstream,0.84509804
chr3_20701851_20701866,random orientated downstream,0.84509804
chr4_151609813_151609828,random orientated downstream,0.84509804
chr5_104292319_104292334,random orientated downstream,0.84509804
chr5_129118780_129118795,random orientated downstream,0.84509804
chr5_41878976_41878991,random orientated downstream,0.84509804
chr6_27759371_27759386,random orientated downstream,0.84509804
