	K562_NFIA_BX_rep1_hg38_NFIA-u95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_sense.cdt	K562_NFIA_BX_rep1_hg38_NFIA-u95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_anti.cdt
chr9_114677529_114677544	14.950092579772676	17.94011109572721
chr9_33791398_33791413	10.465064805840873	13.455083321795408
chr1_173527386_173527401	25.415157385613547	28.40517590156808
chr15_48590900_48590915	4.485027773931803	64.28539809302248
chr15_96053605_96053620	26.910166643590806	19.435120353704477
chr17_80105902_80105917	4.485027773931803	10.465064805840873
chr19_10271699_10271714	23.920148127636274	35.880222191454415
chr19_55587447_55587462	17.94011109572721	23.92014812763628
chr3_41117569_41117584	13.455083321795408	23.920148127636274
chr6_21914285_21914300	19.435120353704477	8.970055547863605
chr7_55409677_55409692	8.970055547863605	7.475046289886338
chr9_127979816_127979831	71.76044438290884	158.47098134559042
chr9_34989161_34989176	31.39519441752261	13.455083321795408
chrX_48547359_48547374	19.435120353704477	5.98003703190907
chr1_113059181_113059196	25.41515738561354	25.41515738561354
chr12_14162_14177	1.4950092579772676	19.435120353704477
chr14_72823456_72823471	1.4950092579772676	31.395194417522603
chr15_85008601_85008616	8.970055547863605	32.890203675499876
chr16_53217064_53217079	31.39519441752261	26.910166643590813
chr16_85653126_85653141	0.0	4.485027773931803
chr17_55302297_55302312	17.94011109572721	2.990018515954535
chr19_10977093_10977108	29.900185159545337	44.85027773931802
chr19_13847167_13847182	25.415157385613547	86.71053696268154
chr2_159086573_159086588	2.990018515954535	67.27541660897703
chr20_41005545_41005560	13.455083321795408	31.395194417522603
chr3_183490922_183490937	5.98003703190907	11.96007406381814
chr4_82462538_82462553	5.98003703190907	17.94011109572721
chr5_132363485_132363500	4.485027773931803	17.94011109572721
chr5_164355468_164355483	16.445101837749945	29.900185159545345
chr5_179870771_179870786	1.4950092579772676	17.94011109572721
chr6_16058364_16058379	38.87024070740895	23.920148127636274
chr1_89890123_89890138	59.80037031909068	263.121629403999
chr1_935978_935993	2.990018515954535	22.42513886965901
chr10_61974760_61974775	20.930129611681743	59.80037031909069
chr15_91469805_91469820	8.970055547863605	23.92014812763628
chr16_67481766_67481781	14.950092579772676	44.85027773931803
chr18_62935719_62935734	10.465064805840873	16.445101837749945
chr19_14550469_14550484	2.990018515954535	5.98003703190907
chr19_17794796_17794811	46.345286997295275	143.52088876581774
chr20_21656512_21656527	2.990018515954535	22.42513886965901
chr20_33672747_33672762	4.485027773931803	16.445101837749945
chr20_50304183_50304198	32.89020367549989	8.970055547863605
chr6_67888728_67888743	44.85027773931801	92.69057399459065
chr8_90227327_90227342	28.40517590156807	14.950092579772676
chr1_19384274_19384289	0.0	22.42513886965901
chr1_207302776_207302791	11.96007406381814	55.31534254515887
chr1_46248520_46248535	22.42513886965901	61.295379577067955
chr12_54988562_54988577	8.970055547863605	10.465064805840873
chr19_45168948_45168963	1.4950092579772676	10.465064805840873
chr1_153963894_153963909	23.920148127636278	35.880222191454415
chr1_21939790_21939805	31.395194417522617	17.94011109572721
chr1_93672362_93672377	25.415157385613547	26.910166643590806
chr10_124649009_124649024	10.465064805840873	17.94011109572721
chr10_68331468_68331483	49.33530551324982	22.42513886965901
chr10_74293905_74293920	7.475046289886338	11.96007406381814
chr12_10722248_10722263	32.89020367549987	23.920148127636274
chr14_35403948_35403963	0.0	2.990018515954535
chr17_62671736_62671751	23.92014812763628	8.970055547863605
chr2_156797950_156797965	5.98003703190907	19.435120353704477
chr22_39236556_39236571	4.485027773931803	4.485027773931803
chr3_9955337_9955352	7.475046289886338	22.42513886965901
chr1_21620232_21620247	17.94011109572721	17.94011109572721
chr1_8463285_8463300	19.435120353704477	11.96007406381814
chr15_82022258_82022273	2.990018515954535	8.970055547863605
chr19_10316447_10316462	13.455083321795408	22.42513886965901
chr19_1095764_1095779	73.25545364088613	40.36524996538622
chr19_1862530_1862545	8.970055547863605	49.33530551324984
chr20_3666415_3666430	13.455083321795408	14.950092579772676
chr21_5692432_5692447	4.485027773931803	17.94011109572721
chr3_133894461_133894476	14.950092579772676	32.890203675499876
chr3_46416585_46416600	80.73049993077251	37.37523144943168
chr6_15956426_15956441	77.74048141481794	41.86025922336349
chr9_33687917_33687932	13.455083321795408	32.890203675499876
chrX_48573829_48573844	4.485027773931803	46.345286997295275
chrX_71253482_71253497	5.98003703190907	0.0
chr1_61184540_61184555	35.880222191454415	71.76044438290884
chr11_76799308_76799323	17.94011109572721	23.92014812763628
chr12_121771764_121771779	13.455083321795408	14.950092579772676
chr12_54419701_54419716	34.38521293347715	50.83031477122709
chr12_7970954_7970969	20.930129611681743	28.405175901568082
chr16_23518830_23518845	8.970055547863605	34.38521293347715
chr17_45010069_45010084	28.40517590156807	10.465064805840873
chr2_176005220_176005235	11.96007406381814	26.910166643590816
chr22_28035328_28035343	11.96007406381814	20.930129611681743
chrX_134990935_134990950	11.96007406381814	23.920148127636274
chr1_174359350_174359365	19.435120353704477	29.900185159545345
chr1_6236135_6236150	0.0	4.485027773931803
chr12_121392024_121392039	13.455083321795408	22.42513886965901
chr16_75129929_75129944	10.465064805840873	25.415157385613547
chr2_46435908_46435923	2.990018515954535	14.950092579772676
chr3_13418191_13418206	10.465064805840873	44.850277739318
chr3_141769683_141769698	4.485027773931803	14.950092579772676
chr3_176873093_176873108	2.990018515954535	19.435120353704477
chrX_19890160_19890175	7.475046289886338	10.465064805840873
chr1_31101165_31101180	23.920148127636274	32.890203675499876
chr15_64562185_64562200	28.40517590156808	38.870240707408946
chr16_174492_174507	37.37523144943169	32.89020367549988
chr18_36180162_36180177	17.94011109572721	11.96007406381814
chr20_50746586_50746601	7.475046289886338	16.445101837749945
chr6_156617592_156617607	2.990018515954535	28.40517590156807
chr8_115452196_115452211	29.900185159545345	29.90018515954535
chr10_124646681_124646696	4.485027773931803	11.96007406381814
chr12_108632158_108632173	14.950092579772676	25.41515738561354
chr15_64224725_64224740	10.465064805840873	20.930129611681743
chr16_681796_681811	20.930129611681743	35.880222191454415
chr3_152299122_152299137	4.485027773931803	7.475046289886338
chr1_174963687_174963702	32.890203675499876	31.39519441752261
chr10_62084125_62084140	7.475046289886338	5.98003703190907
chr10_87132369_87132384	7.475046289886338	10.465064805840873
chr11_118976495_118976510	1.4950092579772676	22.42513886965901
chr12_108951344_108951359	20.930129611681743	17.94011109572721
chr12_32309967_32309982	5.98003703190907	10.465064805840873
chr12_80101435_80101450	16.445101837749945	5.98003703190907
chr14_76947753_76947768	11.96007406381814	52.32532402920435
chr15_66842047_66842062	17.94011109572721	74.75046289886338
chr15_90158106_90158121	22.42513886965901	77.74048141481794
chr17_21040424_21040439	44.85027773931801	52.32532402920435
chr17_79779017_79779032	20.930129611681743	35.880222191454415
chr19_47531983_47531998	11.96007406381814	10.465064805840873
chr19_48874992_48875007	53.82033328718162	146.51090728177226
chr2_170679858_170679873	8.970055547863605	26.91016664359082
chr7_43034696_43034711	11.96007406381814	16.445101837749945
chr7_47372211_47372226	0.0	10.465064805840873
chr10_48504734_48504749	17.94011109572721	13.455083321795408
chr18_12375612_12375627	10.465064805840873	50.83031477122709
chr20_35539920_35539935	17.94011109572721	41.86025922336348
chr22_37807553_37807568	35.880222191454415	104.65064805840875
chr7_92276560_92276575	16.445101837749945	20.930129611681743
chr1_185284340_185284355	25.41515738561354	34.38521293347714
chr15_83127944_83127959	8.970055547863605	11.96007406381814
chr18_31049496_31049511	8.970055547863605	13.455083321795408
chr19_11268988_11269003	19.435120353704477	34.38521293347715
chr3_4734647_4734662	28.40517590156808	40.36524996538622
chr3_58899731_58899746	4.485027773931803	23.92014812763628
chr5_138231326_138231341	31.39519441752261	1.4950092579772676
chr6_163731660_163731675	5.98003703190907	17.94011109572721
chr7_108147227_108147242	50.83031477122708	17.94011109572721
chrX_65588300_65588315	10.465064805840873	23.920148127636274
chr1_112625902_112625917	14.950092579772676	19.435120353704477
chr1_58781862_58781877	49.335305513249814	29.900185159545345
chr12_104598949_104598964	11.96007406381814	17.94011109572721
chr12_24744278_24744293	17.94011109572721	4.485027773931803
chr12_34336909_34336924	8.970055547863605	23.920148127636274
chr14_73772369_73772384	22.425138869659012	19.435120353704477
chr19_15563487_15563502	0.0	5.98003703190907
chr19_2346176_2346191	16.445101837749945	2.990018515954535
chr2_186487517_186487532	32.89020367549988	112.1256943482951
chr2_237978491_237978506	10.465064805840873	26.910166643590813
chr2_3581606_3581621	34.38521293347714	34.38521293347715
chr20_46255640_46255655	16.445101837749945	19.435120353704477
chr6_108565712_108565727	14.950092579772676	8.970055547863605
chr6_108699899_108699914	2.990018515954535	37.37523144943169
chr6_13920735_13920750	14.950092579772676	8.970055547863605
chr6_157773640_157773655	26.910166643590813	10.465064805840873
chr7_455811_455826	11.96007406381814	31.395194417522617
chr7_92421831_92421846	26.910166643590806	38.870240707408946
chr8_12455684_12455699	11.96007406381814	11.96007406381814
chr9_33239985_33240000	29.900185159545345	26.91016664359082
chr1_84698862_84698877	7.475046289886338	13.455083321795408
chr15_77070603_77070618	20.930129611681746	25.41515738561354
chr2_9737422_9737437	19.435120353704477	50.830314771227094
chr21_25717719_25717734	5.98003703190907	25.41515738561354
chr5_36439236_36439251	13.455083321795408	26.91016664359082
chr6_15769638_15769653	23.920148127636274	16.445101837749945
chr7_153087695_153087710	7.475046289886338	41.86025922336349
chr9_128072633_128072648	35.88022219145442	35.88022219145441
chr10_70575833_70575848	20.930129611681743	25.415157385613547
chr14_39145531_39145546	10.465064805840873	4.485027773931803
chr2_121697254_121697269	8.970055547863605	19.435120353704477
chr2_207395134_207395149	7.475046289886338	13.455083321795408
chr5_10761323_10761338	0.0	1.4950092579772676
chr5_181194731_181194746	22.42513886965901	22.425138869659015
chr5_74641330_74641345	56.81035180313613	22.425138869659015
chr7_149776547_149776562	1.4950092579772676	10.465064805840873
chr8_100310496_100310511	4.485027773931803	37.375231449431666
chr9_130931575_130931590	16.445101837749945	31.395194417522617
chrX_69158879_69158894	1.4950092579772676	7.475046289886338
chr1_151539799_151539814	7.475046289886338	10.465064805840873
chr1_26826576_26826591	71.76044438290886	28.40517590156808
chr1_45686099_45686114	25.41515738561354	34.38521293347714
chr11_78230626_78230641	8.970055547863605	25.415157385613544
chr14_23123619_23123634	10.465064805840873	13.455083321795408
chr15_40340974_40340989	4.485027773931803	8.970055547863605
chr15_75930002_75930017	4.485027773931803	11.96007406381814
chr22_24467167_24467182	8.970055547863605	13.455083321795408
chr3_183447572_183447587	13.455083321795408	13.455083321795408
chr3_24263165_24263180	11.96007406381814	26.910166643590813
chr4_76156796_76156811	29.900185159545355	1.4950092579772676
chr5_139746065_139746080	35.880222191454415	64.2853980930225
chr6_113643302_113643317	16.445101837749945	10.465064805840873
chr7_107995920_107995935	37.37523144943168	19.435120353704477
chr11_10858421_10858436	7.475046289886338	10.465064805840873
chr19_1042757_1042772	55.315342545158884	103.15563880043146
chr2_8525826_8525841	28.40517590156807	49.33530551324982
chr22_21938416_21938431	50.83031477122708	80.73049993077244
chr3_127458877_127458892	5.98003703190907	2.990018515954535
chr3_138653757_138653772	35.88022219145442	28.40517590156807
chr5_134466976_134466991	34.38521293347715	173.42107392536306
chr7_75842517_75842532	8.970055547863605	22.425138869659015
chr1_18534334_18534349	46.34528699729528	28.405175901568086
chr10_42734739_42734754	20.930129611681746	13.455083321795408
chr12_116561619_116561634	7.475046289886338	25.415157385613544
chr14_72924548_72924563	11.96007406381814	4.485027773931803
chr18_12539342_12539357	14.950092579772676	23.920148127636274
chr19_39125571_39125586	8.970055547863605	34.38521293347715
chr19_7699560_7699575	14.950092579772676	35.880222191454415
chr2_159031024_159031039	7.475046289886338	22.425138869659015
chr2_178484852_178484867	31.39519441752261	23.92014812763628
chr2_62814301_62814316	7.475046289886338	2.990018515954535
chr22_20346583_20346598	46.34528699729526	40.36524996538621
chr22_21498187_21498202	4.485027773931803	32.89020367549989
chr7_78164670_78164685	5.98003703190907	11.96007406381814
chr9_98505067_98505082	7.475046289886338	40.36524996538622
chr1_241774241_241774256	16.445101837749945	16.445101837749945
chr1_65165716_65165731	22.42513886965901	17.94011109572721
chr10_63628947_63628962	41.86025922336348	35.880222191454415
chr10_68798684_68798699	7.475046289886338	47.84029625527255
chr11_13876672_13876687	13.455083321795408	22.42513886965901
chr13_28568538_28568553	4.485027773931803	10.465064805840873
chr16_85651975_85651990	17.94011109572721	13.455083321795408
chr19_45179632_45179647	8.970055547863605	5.98003703190907
chr19_51524853_51524868	23.92014812763628	40.36524996538621
chr2_48145027_48145042	11.96007406381814	16.445101837749945
chr2_58967927_58967942	8.970055547863605	7.475046289886338
chr2_68588763_68588778	25.415157385613547	49.335305513249814
chr3_185582999_185583014	10.465064805840873	29.900185159545345
chr6_35470473_35470488	62.79038883504522	74.75046289886338
chr7_150368175_150368190	10.465064805840873	41.86025922336347
chr1_26677766_26677781	13.455083321795408	38.87024070740895
chr1_93591914_93591929	7.475046289886338	11.96007406381814
chr1_9412555_9412570	20.930129611681743	2.990018515954535
chr12_124506407_124506422	8.970055547863605	26.910166643590806
chr14_68245951_68245966	26.910166643590813	7.475046289886338
chr16_11130268_11130283	8.970055547863605	23.92014812763628
chr2_17892905_17892920	20.930129611681743	13.455083321795408
chr5_6721623_6721638	4.485027773931803	8.970055547863605
chr6_43971453_43971468	29.90018515954535	22.425138869659015
chr7_8751636_8751651	5.98003703190907	17.94011109572721
chr8_124636871_124636886	25.41515738561354	17.94011109572721
chr1_205263819_205263834	10.465064805840873	11.96007406381814
chr11_43360830_43360845	31.395194417522617	8.970055547863605
chr12_110513032_110513047	35.880222191454415	64.28539809302248
chr15_65525877_65525892	7.475046289886338	7.475046289886338
chr16_68268200_68268215	11.96007406381814	26.910166643590806
chr17_57440603_57440618	1.4950092579772676	14.950092579772676
chr2_32825416_32825431	16.445101837749945	50.83031477122707
chr22_17867657_17867672	2.990018515954535	13.455083321795408
chr3_19147572_19147587	11.96007406381814	2.990018515954535
chr4_104491243_104491258	34.38521293347714	25.415157385613547
chr5_10262591_10262606	2.990018515954535	25.415157385613547
chr6_15265603_15265618	20.930129611681743	22.42513886965901
chr7_144086913_144086928	17.94011109572721	37.37523144943169
chr8_128362196_128362211	13.455083321795408	19.43512035370448
chr1_161198723_161198738	26.910166643590813	17.94011109572721
chr1_203798070_203798085	5.98003703190907	20.93012961168175
chr1_204408187_204408202	14.950092579772676	29.900185159545345
chr1_54577804_54577819	10.465064805840873	5.98003703190907
chr16_3820200_3820215	13.455083321795408	16.445101837749945
chr17_47569062_47569077	20.930129611681743	34.38521293347714
chr2_201424549_201424564	31.395194417522603	26.910166643590806
chr20_50366821_50366836	19.435120353704477	14.950092579772676
chr21_8242167_8242182	16.445101837749945	35.880222191454415
chr22_19687920_19687935	14.950092579772676	34.38521293347714
chr3_185774086_185774101	2.990018515954535	10.465064805840873
chr3_46889886_46889901	8.970055547863605	17.94011109572721
chr6_30782047_30782062	7.475046289886338	17.94011109572721
chr6_83985891_83985906	35.880222191454415	62.790388835045206
chr1_1989230_1989245	22.425138869659015	11.96007406381814
chr1_227357404_227357419	29.900185159545345	38.870240707408946
chr10_29132082_29132097	22.42513886965901	23.92014812763628
chr11_47377721_47377736	10.465064805840873	23.92014812763628
chr13_49292938_49292953	10.465064805840873	25.415157385613547
chr15_88972969_88972984	14.950092579772676	25.415157385613547
chr16_9053252_9053267	2.990018515954535	8.970055547863605
chr17_4950500_4950515	7.475046289886338	14.950092579772676
chr3_73255776_73255791	2.990018515954535	16.445101837749945
chr4_162727332_162727347	8.970055547863605	11.96007406381814
chr6_119483139_119483154	23.92014812763628	26.910166643590813
chr7_113100202_113100217	13.455083321795408	5.98003703190907
chr8_79960354_79960369	37.37523144943168	29.900185159545345
chrX_53281642_53281657	20.930129611681746	8.970055547863605
chr1_182330379_182330394	20.930129611681743	37.37523144943168
chr1_29257436_29257451	19.435120353704477	23.92014812763628
chr10_102767007_102767022	23.920148127636274	7.475046289886338
chr11_46290676_46290691	8.970055547863605	26.91016664359081
chr13_52809549_52809564	8.970055547863605	2.990018515954535
chr14_33943241_33943256	43.355268481340744	20.930129611681743
chr16_68707885_68707900	11.96007406381814	11.96007406381814
chr17_46742980_46742995	1.4950092579772676	4.485027773931803
chr17_57535465_57535480	1.4950092579772676	10.465064805840873
chr17_78144475_78144490	10.465064805840873	5.98003703190907
chr2_216769336_216769351	5.98003703190907	4.485027773931803
chr2_74010205_74010220	23.920148127636274	28.40517590156808
chr22_18378433_18378448	23.920148127636274	13.455083321795408
chr22_18881389_18881404	10.465064805840873	35.88022219145442
chr6_146957638_146957653	17.94011109572721	5.98003703190907
chr7_100706974_100706989	19.435120353704477	47.84029625527255
chr8_22868019_22868034	4.485027773931803	8.970055547863605
chr9_37996622_37996637	38.870240707408946	14.950092579772676
chr9_76369754_76369769	23.92014812763628	7.475046289886338
chr1_223550728_223550743	11.96007406381814	10.465064805840873
chr1_225981526_225981541	25.41515738561354	107.6406665743633
chr10_79405799_79405814	13.455083321795408	1.4950092579772676
chr12_56386085_56386100	16.445101837749945	10.465064805840873
chr12_95820317_95820332	7.475046289886338	29.90018515954535
chr14_56216819_56216834	17.94011109572721	8.970055547863605
chr15_99451003_99451018	7.475046289886338	0.0
chr16_27526363_27526378	11.96007406381814	7.475046289886338
chr17_1736827_1736842	2.990018515954535	11.96007406381814
chr3_38157764_38157779	41.86025922336348	28.405175901568086
chr3_4978665_4978680	4.485027773931803	5.98003703190907
chr5_83265491_83265506	4.485027773931803	10.465064805840873
chr5_94788705_94788720	4.485027773931803	16.445101837749945
chr6_157763520_157763535	22.42513886965901	5.98003703190907
chrX_49269173_49269188	4.485027773931803	40.365249965386205
chr1_19436865_19436880	20.930129611681743	34.38521293347714
chr1_31939534_31939549	29.900185159545337	52.32532402920436
chr10_30818146_30818161	5.98003703190907	2.990018515954535
chr12_120091539_120091554	16.445101837749945	89.70055547863609
chr13_80578329_80578344	4.485027773931803	52.32532402920434
chr15_40765786_40765801	58.305361061113416	34.385212933477156
chr15_57312890_57312905	23.920148127636278	14.950092579772676
chr15_64813216_64813231	11.96007406381814	5.98003703190907
chr20_36575405_36575420	26.910166643590813	11.96007406381814
chr22_21175525_21175540	2.990018515954535	25.41515738561354
chr7_2024494_2024509	10.465064805840873	38.870240707408946
chr1_153881187_153881202	17.94011109572721	70.26543512493156
chr1_31413758_31413773	17.94011109572721	4.485027773931803
chr11_86988490_86988505	5.98003703190907	8.970055547863605
chr12_34350505_34350520	46.34528699729529	13.455083321795408
chr15_75125494_75125509	7.475046289886338	5.98003703190907
chr20_45933703_45933718	11.96007406381814	22.425138869659015
chr22_18194134_18194149	29.90018515954534	20.930129611681743
chr22_18741609_18741624	13.455083321795408	16.445101837749945
chr3_196518084_196518099	14.950092579772676	25.415157385613547
chr3_52532625_52532640	4.485027773931803	14.950092579772676
chr6_11393146_11393161	4.485027773931803	17.94011109572721
chr6_5125272_5125287	2.990018515954535	23.920148127636274
chr7_117026757_117026772	2.990018515954535	13.455083321795408
chr8_10798622_10798637	31.395194417522614	16.445101837749945
chr9_131138876_131138891	25.415157385613547	23.92014812763628
chr1_209653301_209653316	11.96007406381814	17.94011109572721
chr1_51235225_51235240	2.990018515954535	14.950092579772676
chr1_67367829_67367844	11.96007406381814	13.455083321795408
chr10_92757237_92757252	1.4950092579772676	1.4950092579772676
chr11_18395974_18395989	46.345286997295275	28.405175901568086
chr11_78277826_78277841	34.38521293347715	26.91016664359081
chr12_56706283_56706298	22.42513886965901	29.900185159545345
chr14_52738589_52738604	37.37523144943167	31.39519441752261
chr16_56763451_56763466	17.94011109572721	11.96007406381814
chr17_1730401_1730416	1.4950092579772676	11.96007406381814
chr17_3917581_3917596	25.415157385613547	11.96007406381814
chr17_49368618_49368633	1.4950092579772676	5.98003703190907
chr17_8040923_8040938	19.435120353704477	17.94011109572721
chr2_48946679_48946694	13.455083321795408	73.2554536408861
chr22_21436662_21436677	2.990018515954535	25.415157385613547
chr4_108828814_108828829	14.950092579772676	26.910166643590806
chr5_74976816_74976831	4.485027773931803	10.465064805840873
chr6_31777371_31777386	10.465064805840873	8.970055547863605
chr7_128479261_128479276	17.94011109572721	50.830314771227094
chr7_130500638_130500653	8.970055547863605	26.910166643590806
chr7_74306951_74306966	2.990018515954535	8.970055547863605
chrX_39755874_39755889	8.970055547863605	11.96007406381814
chr1_115764722_115764737	0.0	10.465064805840873
chr1_8661803_8661818	5.98003703190907	19.435120353704477
chr11_67545622_67545637	10.465064805840873	22.425138869659012
chr11_67826693_67826708	11.96007406381814	22.42513886965901
chr15_101658074_101658089	13.455083321795408	5.98003703190907
chr15_73484715_73484730	4.485027773931803	13.455083321795408
chr17_38844378_38844393	22.425138869659015	37.37523144943167
chr19_40749566_40749581	4.485027773931803	8.970055547863605
chr20_43557713_43557728	8.970055547863605	4.485027773931803
chr3_12483605_12483620	25.415157385613547	16.445101837749945
chr3_157111010_157111025	19.435120353704477	82.22550918874973
chr3_170717598_170717613	4.485027773931803	10.465064805840873
chr3_49218704_49218719	11.96007406381814	49.33530551324982
chr4_82797157_82797172	25.41515738561354	41.86025922336348
chr5_113043779_113043794	11.96007406381814	37.37523144943167
chr5_132319004_132319019	14.950092579772676	23.920148127636274
chr7_136116315_136116330	10.465064805840873	73.25545364088613
chr7_37915556_37915571	17.94011109572721	11.96007406381814
chr8_12213161_12213176	1.4950092579772676	14.950092579772676
chr1_210558450_210558465	2.990018515954535	32.89020367549988
chr1_212636849_212636864	7.475046289886338	8.970055547863605
chr10_21927189_21927204	4.485027773931803	14.950092579772676
chr10_78959343_78959358	11.96007406381814	8.970055547863605
chr11_2444632_2444647	0.0	2.990018515954535
chr14_35391160_35391175	4.485027773931803	20.930129611681743
chr17_42289300_42289315	10.465064805840873	2.990018515954535
chr19_48589129_48589144	2.990018515954535	7.475046289886338
chr3_143170916_143170931	23.920148127636274	11.96007406381814
chr4_184230225_184230240	5.98003703190907	11.96007406381814
chr6_143264646_143264661	52.325324029204346	34.38521293347715
chr6_15221994_15222009	8.970055547863605	4.485027773931803
chr7_39736111_39736126	1.4950092579772676	5.98003703190907
chr9_130453658_130453673	7.475046289886338	5.98003703190907
chr1_43836686_43836701	7.475046289886338	19.435120353704477
chr11_58179813_58179828	2.990018515954535	17.94011109572721
chr16_70104604_70104619	32.890203675499876	44.850277739318024
chr16_84952796_84952811	8.970055547863605	11.96007406381814
chr17_11644514_11644529	11.96007406381814	2.990018515954535
chr19_47743291_47743306	5.98003703190907	4.485027773931803
chr2_43168839_43168854	5.98003703190907	10.465064805840873
chr9_113342274_113342289	22.42513886965901	29.900185159545345
chr1_172679188_172679203	17.94011109572721	20.930129611681743
chr1_246110692_246110707	11.96007406381814	52.32532402920435
chr11_61860515_61860530	1.4950092579772676	2.990018515954535
chr12_102406146_102406161	2.990018515954535	11.96007406381814
chr12_131860607_131860622	14.950092579772676	8.970055547863605
chr12_28190821_28190836	11.96007406381814	26.910166643590813
chr16_13961330_13961345	10.465064805840873	14.950092579772676
chr2_74585505_74585520	38.870240707408946	29.900185159545355
chr20_62711625_62711640	4.485027773931803	7.475046289886338
chr21_8425191_8425206	29.900185159545337	40.3652499653862
chr22_21001359_21001374	46.34528699729529	26.910166643590806
chr3_128383694_128383709	5.98003703190907	13.455083321795408
chr4_128788233_128788248	20.930129611681743	58.30536106111341
chr4_83239029_83239044	14.950092579772676	41.86025922336349
chr6_157891721_157891736	2.990018515954535	1.4950092579772676
chr6_28218714_28218729	17.94011109572721	22.42513886965901
chr7_128741240_128741255	23.920148127636274	40.36524996538621
chr9_91166285_91166300	8.970055547863605	4.485027773931803
chrX_153380104_153380119	8.970055547863605	4.485027773931803
chr11_20013457_20013472	17.94011109572721	19.435120353704477
chr17_28897153_28897168	7.475046289886338	34.38521293347714
chr2_10227827_10227842	20.930129611681743	50.83031477122709
chr2_24009075_24009090	29.900185159545345	32.89020367549988
chr2_73069228_73069243	5.98003703190907	0.0
chr2_73257911_73257926	8.970055547863605	14.950092579772676
chr21_8469751_8469766	35.88022219145441	41.860259223363485
chr22_31867118_31867133	22.42513886965901	16.445101837749945
chr6_52164555_52164570	2.990018515954535	4.485027773931803
chr7_107078618_107078633	13.455083321795408	19.435120353704477
chr7_74786786_74786801	5.98003703190907	4.485027773931803
chr8_93448298_93448313	26.910166643590806	40.36524996538621
chr9_95506245_95506260	10.465064805840873	41.8602592233635
chr1_207822919_207822934	4.485027773931803	4.485027773931803
chr12_89674488_89674503	13.455083321795408	13.455083321795408
chr16_84819681_84819696	8.970055547863605	34.385212933477135
chr17_81002506_81002521	17.94011109572721	29.900185159545345
chr19_35438734_35438749	7.475046289886338	14.950092579772676
chr2_171954952_171954967	10.465064805840873	7.475046289886338
chr2_69177711_69177726	20.930129611681743	32.89020367549988
chr2_69462979_69462994	22.42513886965901	40.36524996538622
chr3_170303932_170303947	17.94011109572721	17.94011109572721
chr3_70916912_70916927	11.96007406381814	13.455083321795408
chr4_124338042_124338057	1.4950092579772676	17.94011109572721
chr5_77169071_77169086	20.930129611681743	10.465064805840873
chr7_30562639_30562654	1.4950092579772676	8.970055547863605
chr8_60752454_60752469	2.990018515954535	31.39519441752261
chrX_20128817_20128832	2.990018515954535	16.445101837749945
chr1_51607873_51607888	41.86025922336348	32.890203675499876
chr11_1988270_1988285	1.4950092579772676	17.94011109572721
chr11_32088504_32088519	14.950092579772676	7.475046289886338
chr12_53171750_53171765	4.485027773931803	17.94011109572721
chr17_32111676_32111691	10.465064805840873	19.435120353704477
chr19_29671976_29671991	17.94011109572721	29.900185159545345
chr19_39891748_39891763	7.475046289886338	13.455083321795408
chr22_18558662_18558677	2.990018515954535	20.930129611681743
chr3_48740205_48740220	2.990018515954535	7.475046289886338
chr4_8050863_8050878	2.990018515954535	11.96007406381814
chr5_80192306_80192321	11.96007406381814	8.970055547863605
chr6_44105300_44105315	20.930129611681743	49.335305513249814
chr6_73392370_73392385	25.41515738561354	37.37523144943168
chr7_106126641_106126656	14.950092579772676	23.920148127636274
chr7_67260285_67260300	23.920148127636274	23.920148127636274
chr8_38982639_38982654	5.98003703190907	19.435120353704477
chr1_235068023_235068038	13.455083321795408	29.900185159545348
chr1_25562696_25562711	5.98003703190907	13.455083321795408
chr1_47918668_47918683	2.990018515954535	13.455083321795408
chr10_103146345_103146360	14.950092579772676	13.455083321795408
chr10_46671017_46671032	8.970055547863605	4.485027773931803
chr11_18608620_18608635	10.465064805840873	20.930129611681743
chr12_93243816_93243831	22.42513886965901	44.85027773931802
chr14_75905633_75905648	11.96007406381814	20.930129611681743
chr15_44029175_44029190	31.39519441752261	16.445101837749945
chr16_76668534_76668549	2.990018515954535	11.96007406381814
chr17_1574652_1574667	7.475046289886338	14.950092579772676
chr17_7466976_7466991	4.485027773931803	7.475046289886338
chr2_15730644_15730659	1.4950092579772676	17.94011109572721
chr2_166366062_166366077	40.365249965386205	22.425138869659015
chr4_123555644_123555659	5.98003703190907	2.990018515954535
chr5_97009613_97009628	28.40517590156807	28.405175901568086
chr7_143420082_143420097	7.475046289886338	8.970055547863605
chr11_124195044_124195059	28.40517590156808	16.445101837749945
chr11_95453962_95453977	2.990018515954535	5.98003703190907
chr16_170236_170251	4.485027773931803	8.970055547863605
chr16_19136291_19136306	8.970055547863605	13.455083321795408
chr17_55743266_55743281	16.445101837749945	19.435120353704477
chr2_195658743_195658758	10.465064805840873	23.92014812763628
chr20_44642716_44642731	22.425138869659012	11.96007406381814
chr22_20960263_20960278	19.435120353704477	8.970055547863605
chr5_96929103_96929118	20.930129611681743	29.900185159545337
chr6_14502771_14502786	10.465064805840873	11.96007406381814
chr6_158917818_158917833	2.990018515954535	37.37523144943168
chr9_136787930_136787945	0.0	5.98003703190907
